algorithm,georisk
itemKNN,0.2105184131390872
BIAS,0.20516964788376033
userKNN,0.18757411464620088
SVD,0.21793295206660854
BIASEDMF,0.21450150154901187
BayesianRidge,0.20181310431885302
Tweedie,0.20546505792500866
Ridge,0.21919849042245354
RandomForest,0.19645197190910718
Bagging,0.21726084032820117
AdaBoost,0.19873915203256556
GradientBoosting,0.2087507134165522
LinearSVR,0.18975169237878167
