algorithm,georisk
itemKNN,0.18863331526916927
BIAS,0.20483676650442953
userKNN,0.25072499218926153
SVD,0.19274151456800792
BIASEDMF,0.20380510790351325
BayesianRidge,0.1768776976498862
Tweedie,0.17477413356433683
Ridge,0.16726124148542257
RandomForest,0.19263456510486388
Bagging,0.18648934199535308
AdaBoost,0.2268947605724091
GradientBoosting,0.16850213398623992
LinearSVR,0.21376416566577927
