method,RMSE,NDCG,F1,MAE
itemKNN,0.9002915829801806,0.88499338693204,0.7360730593607306,0.7208645559800877
BIAS,0.880553638252822,0.8748280664806406,0.7274436090225563,0.7089571538459614
userKNN,0.9144690517861499,0.8731446089527444,0.7371273712737128,0.7151528590109691
SVD,0.8854090801413017,0.8702055470551318,0.7291666666666666,0.7113184533555522
BIASEDMF,0.9056117468694611,0.8736213099357258,0.7065527065527065,0.7293096686681554
BayesianRidge,0.8823479370640303,0.8757485331198179,0.7303689687795648,0.7114453938666361
Tweedie,0.8898412400946953,0.8751532658909921,0.7101879327398615,0.716899917769598
Ridge,0.8826360328471979,0.8777488136542886,0.7322611163670766,0.7117728980134328
RandomForest,0.8810588877629888,0.8756097000419382,0.7308781869688386,0.7094249919170846
Bagging,0.9038849097601622,0.8727885649380909,0.7017873941674506,0.7261043036697102
AdaBoost,0.8873650961189014,0.8835596564015503,0.7135969141755063,0.7176225938971128
GradientBoosting,0.8841961873596564,0.8739625066003043,0.7186311787072244,0.714488176356874
LinearSVR,0.8771718296927522,0.8750900035540816,0.7433302667893285,0.70399634520921
