method,RMSE,NDCG,F1,MAE
itemKNN,0.9244561911893165,0.9077606149419802,0.7482785003825555,0.714529813757051
BIAS,0.917045444695421,0.8967636650680834,0.7509926262053318,0.7213552076789439
userKNN,0.9661241222364322,0.8946751773516598,0.7376397044894867,0.7502787554418308
SVD,0.9076043133065087,0.900886996932498,0.7555387237265669,0.7123710916770472
BIASEDMF,0.9016701621777148,0.9082710023399414,0.761994355597366,0.7047704108327628
BayesianRidge,0.8954117736557918,0.9102740684763428,0.7389064976228209,0.7028766600179541
Tweedie,0.9039442121640568,0.9094606880855237,0.7248818574070269,0.7105348266644126
Ridge,0.8953967212934236,0.9101005177377208,0.7388635913680459,0.702831155983022
RandomForest,0.8961603509600675,0.9109120826148892,0.7494638331058686,0.7062055541552688
Bagging,0.9081248867525025,0.9036437946030467,0.7385284810126582,0.7149625277241182
AdaBoost,0.9054206361261651,0.908771019292186,0.7362110311750599,0.7182239906659649
GradientBoosting,0.9020189966355195,0.9086783111611991,0.7430596574128765,0.7125058625191594
LinearSVR,0.8991637240497656,0.9090339369632001,0.7484971882877642,0.6999026611782686
