method,RMSE,NDCG,F1,MAE
itemKNN,0.9380833134621643,0.8980693865251504,0.7387978142076502,0.7411684872647262
BIAS,0.901842751727286,0.910854008100022,0.7599118942731278,0.7163737880559201
userKNN,0.9589192377116263,0.9051527860112063,0.7294633077765608,0.7561698984942504
SVD,0.9020661734457878,0.9103861564970936,0.7580110497237569,0.7179141901106098
BIASEDMF,0.9151421679247081,0.9104937338176304,0.7497219132369299,0.7264707479904148
BayesianRidge,0.905078349641992,0.9135472541038109,0.7558886509635975,0.7177377527236033
Tweedie,0.9095748953149964,0.9160306989810789,0.756578947368421,0.722947764043404
Ridge,0.9053524286615868,0.9134249161683522,0.7540279269602578,0.7174651423336889
RandomForest,0.906156636621947,0.9127072253738232,0.7631851085832472,0.7276782701850497
Bagging,0.9375609471287997,0.9031351940243308,0.7373068432671082,0.7495894909688015
AdaBoost,0.9107933375702347,0.9091131435799141,0.7695516162669447,0.7351176965175075
GradientBoosting,0.9373125584158871,0.9091454416009662,0.7446351931330472,0.7499346226774671
LinearSVR,0.9158859242271167,0.9091430269494111,0.7599164926931107,0.7249685805705124
