method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,7,0.917860920607944,0.9007046681371798,0.017156252470764244,0.7098845012805676,0.7018018792479399,0.008082622032627662,0.9053710137342456,0.8711948107381455,0.034176202996100025,0.7502377179080824,0.7203690560681334,0.029868661839948962
BIAS,7,0.890591072558315,0.9211056391254402,0.030514566567125145,0.7046483303589721,0.7202578937416991,0.01560956338272701,0.896399841997681,0.8733584783460819,0.023041363651599034,0.7584349754474893,0.6961843052555795,0.062250670191909774
userKNN,7,0.9454758359548732,0.9495112260391018,0.004035390084228596,0.7360292077214509,0.7357774325190369,0.0002517752024139286,0.8972330155962989,0.8699519380218043,0.027281077574494605,0.7489069331667708,0.7133628017681061,0.03554413139866475
SVD,7,0.8841556948598723,0.9108734573453552,0.026717762485482854,0.6976604017602057,0.7075919422074333,0.00993154044722755,0.903354203394969,0.8821308614564937,0.021223341938475304,0.7586316122901489,0.7065609228550829,0.05207068943506599
BIASEDMF,7,0.8796901931812844,0.9053584426080996,0.025668249426815226,0.6908313434784845,0.7018763245215903,0.011044981043105806,0.908591697909915,0.8813362741007483,0.02725542380916668,0.7664783427495292,0.7148451406194375,0.051633202130091704
BayesianRidge,7,0.8872186030387048,0.8915074753116814,0.004288872272976585,0.698763502960695,0.6985090444927576,0.0002544584679373685,0.9086721244782088,0.8775577915143894,0.03111433296381938,0.7396941489361702,0.7014361300075586,0.03825801892861169
Tweedie,7,0.8916890479451451,0.9040862397062164,0.012397191761071236,0.7047925905671812,0.7111826156314095,0.006390025064228255,0.9083807349363424,0.8782786298238066,0.03010210511253586,0.7213114754098361,0.6787259142744789,0.042585561135357164
Ridge,7,0.8873003153904395,0.8914840390516637,0.004183723661224215,0.6987720878266422,0.6983585055546346,0.00041358227200760656,0.909021254467044,0.8786448416207254,0.030376412846318535,0.7397806580259222,0.7032136105860114,0.036567047439910794
RandomForest,7,0.8827702030985027,0.8982546424898187,0.01548443939131594,0.6994392626211253,0.7039245664208431,0.004485303799717788,0.9098591424607946,0.8789916220938131,0.030867520366981482,0.7420680585237547,0.706794682422452,0.035273376101302656
Bagging,7,0.9000914545368491,0.918362889088478,0.01827143455162883,0.7124718776602214,0.7198193002691272,0.0073474226089058625,0.9028252467876532,0.8755694011775144,0.02725584561013883,0.735864699054883,0.6949404761904762,0.04092422286440689
AdaBoost,7,0.8911169251704619,0.9006825315941389,0.009565606423676987,0.7096665868151838,0.7089608713586419,0.0007057154565418555,0.9087700975123874,0.8790312776264393,0.029738819885948065,0.7324274450595538,0.6975332068311195,0.03489423822843429
GradientBoosting,7,0.8901741492651255,0.9027394029646184,0.012565253699492906,0.7075221037487952,0.7088295581746602,0.0013074544258649956,0.906840735214994,0.8809698471183155,0.02587088809667848,0.7346326836581709,0.6989929130921299,0.03563977056604106
LinearSVR,7,0.889032711891832,0.8924334882835981,0.0034007763917661693,0.6952860610931595,0.6948020912759862,0.0004839698171732465,0.909841445702292,0.8792918448702713,0.03054960083202063,0.7506100536847242,0.7123991195891416,0.03821093409558263
