method,RMSE,NDCG,F1,MAE
itemKNN,0.9810558825983695,0.8602770369873608,0.6889185580774366,0.7657979625440698
BIAS,0.9515788561605608,0.8596488574605975,0.6694796061884669,0.744829546250181
userKNN,1.013253687534247,0.8430717254969388,0.6850068775790922,0.7885008343341806
SVD,0.9493046573789735,0.8650936299776582,0.6638772663877266,0.7440998858908807
BIASEDMF,0.962396611392585,0.8630415112737947,0.6638772663877266,0.7550492304443114
BayesianRidge,0.9533384584294812,0.8602966861962443,0.6657223796033994,0.7479225468818108
Tweedie,0.9604168288941554,0.8590863882906536,0.6411764705882353,0.7557391730802329
Ridge,0.9537198639299684,0.8602754958837899,0.6657223796033994,0.7482276338425692
RandomForest,0.9486629987166693,0.8617312504910526,0.6882591093117408,0.7396760617786303
Bagging,0.9668686756636967,0.8519156604466733,0.6536856745479833,0.7616569667921944
AdaBoost,0.9541966796120143,0.8596932357500875,0.6703601108033241,0.7476043426997359
GradientBoosting,0.9519601464732921,0.858965703981919,0.6712328767123288,0.7476366256009631
LinearSVR,0.9657043653049301,0.8608025928729884,0.6713091922005571,0.7527868696936819
