method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,13,0.930640199558584,0.9810558825983696,0.05041568303978561,0.7276276151764581,0.7657979625440698,0.03817034736761171,0.8927624885375873,0.8602770369873608,0.03248545155022653,0.7192429022082019,0.6889185580774366,0.030324344130765235
BIAS,13,0.8951192187377631,0.9515788561605608,0.05645963742279769,0.7101116413535254,0.744829546250181,0.034717904896655605,0.8982391563522162,0.8596488574605975,0.03859029889161869,0.7380645161290322,0.6694796061884669,0.06858490994056532
userKNN,13,0.966428289372947,1.013253687534247,0.04682539816130005,0.7600174358566295,0.7885008343341806,0.028483398477551103,0.8780820441488348,0.8430717254969388,0.03501031865189608,0.7023581899298916,0.6850068775790922,0.017351312350799453
SVD,13,0.8976576386258329,0.9493046573789736,0.051647018753140705,0.7112775468151377,0.7440998858908807,0.03282233907574306,0.8969486478842966,0.8650936299776582,0.03185501790663847,0.7362281270252754,0.6638772663877266,0.07235086063754881
BIASEDMF,13,0.902289506241196,0.962396611392585,0.06010710515138906,0.7103674275395743,0.7550492304443114,0.04468180290473711,0.8907904973126644,0.8630415112737947,0.02774898603886966,0.7252888318356868,0.6638772663877266,0.061411565447960226
BayesianRidge,13,0.9072229219706928,0.9533384584294812,0.04611553645878841,0.7159442833286989,0.7479225468818108,0.03197826355311195,0.8963228933391197,0.8602966861962443,0.03602620714287541,0.7234323432343235,0.6657223796033994,0.057709963630924066
Tweedie,13,0.910707992778779,0.9604168288941554,0.049708836115376354,0.723249531819194,0.7557391730802329,0.032489641261038815,0.8964388579802167,0.8590863882906536,0.03735246968956307,0.7090663058186739,0.6411764705882353,0.06788983523043857
Ridge,13,0.9073218278809448,0.9537198639299684,0.046398036049023594,0.7160594377234395,0.7482276338425692,0.03216819611912969,0.8960638765859802,0.8602754958837899,0.03578838070219026,0.7225891677675033,0.6657223796033994,0.05686678816410384
RandomForest,13,0.903216261722854,0.9486629987166691,0.045446736993815184,0.7080077045600385,0.7396760617786303,0.03166835721859185,0.8902949448137412,0.8617312504910526,0.02856369432268857,0.7370417193426043,0.6882591093117408,0.04878261003086348
Bagging,13,0.9306420173159872,0.9668686756636968,0.03622665834770966,0.7297697552252153,0.7616569667921944,0.03188721156697916,0.8763338950457169,0.8519156604466733,0.024418234599043576,0.7228295819935692,0.6536856745479833,0.06914390744558585
AdaBoost,13,0.9060320864259036,0.9541966796120144,0.04816459318611077,0.71398953169068,0.7476043426997359,0.033614811009055834,0.8949907863606933,0.8596932357500875,0.0352975506106058,0.7363694676074407,0.6703601108033241,0.06600935680411657
GradientBoosting,13,0.9130217463060704,0.951960146473292,0.03893840016722161,0.7178207182727867,0.7476366256009631,0.029815907328176405,0.8810880299868191,0.858965703981919,0.02212232600490016,0.7283163265306123,0.6712328767123288,0.057083449818283505
LinearSVR,13,0.9122279901232084,0.96570436530493,0.05347637518172155,0.7165949532854926,0.7527868696936819,0.036191916408189306,0.8959947770869154,0.8608025928729884,0.035192184213927,0.7311411992263056,0.6713091922005571,0.059832007025748535
