method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,19,0.9380833134621644,0.9335847175071228,0.004498595955041651,0.7411684872647262,0.7325245908483847,0.008643896416341446,0.8980693865251504,0.8966247083744993,0.0014446781506511908,0.7387978142076502,0.7522935779816514,0.01349576377400119
BIAS,19,0.901842751727286,0.9254411718268336,0.0235984200995476,0.7163737880559201,0.7459142874568474,0.02954049940092729,0.910854008100022,0.9204411461592866,0.009587138059264588,0.7599118942731278,0.7314285714285714,0.028483322844556347
userKNN,19,0.9589192377116263,0.9496021972330608,0.00931704047856552,0.7561698984942504,0.7743702107844663,0.018200312290215903,0.9051527860112064,0.8920137320608658,0.013139053950340651,0.7294633077765608,0.7230769230769231,0.006386384699637704
SVD,19,0.9020661734457878,0.9240445449172114,0.021978371471423674,0.7179141901106098,0.7437508346881108,0.02583664457750101,0.9103861564970936,0.9227069812911252,0.012320824794031515,0.7580110497237569,0.7265774378585086,0.03143361186524829
BIASEDMF,19,0.915142167924708,0.9241525722885918,0.009010404363883784,0.7264707479904148,0.7379689852353043,0.01149823724488952,0.9104937338176304,0.916277426563369,0.005783692745738533,0.7497219132369299,0.7380497131931166,0.011672200043813308
BayesianRidge,19,0.905078349641992,0.9215128230995854,0.016434473457593413,0.7177377527236033,0.737679431244154,0.019941678520550732,0.9135472541038108,0.9243246501340866,0.010777396030275832,0.7558886509635975,0.7559633027522936,7.465178869614508e-05
Tweedie,19,0.9095748953149964,0.922390384893654,0.012815489578657635,0.722947764043404,0.7410145500684014,0.01806678602499745,0.9160306989810788,0.918201523906692,0.0021708249256131573,0.756578947368421,0.7523629489603024,0.004215998408118593
Ridge,19,0.9053524286615868,0.92408721390234,0.018734785240753227,0.7174651423336889,0.7396995300660827,0.022234387732393834,0.9134249161683522,0.9215289953316628,0.008104079163310574,0.7540279269602578,0.7550644567219152,0.0010365297616574676
RandomForest,19,0.906156636621947,0.920585010137269,0.014428373515322002,0.7276782701850497,0.7471984313082021,0.019520161123152358,0.9127072253738232,0.9166068075242172,0.0038995821503939876,0.7631851085832472,0.7570422535211268,0.0061428550621204225
Bagging,19,0.9375609471287996,0.94562152636632,0.00806057923752046,0.7495894909688015,0.7699588477366256,0.020369356767824143,0.9031351940243308,0.8944688739816908,0.008666320042640008,0.7373068432671082,0.7302752293577982,0.007031613909309953
AdaBoost,19,0.9107933375702348,0.9252329307898036,0.01443959321956878,0.7351176965175075,0.755623981918417,0.020506285400909485,0.909113143579914,0.916015456921496,0.006902313341581978,0.7695516162669447,0.7549194991055456,0.014632117161399116
GradientBoosting,19,0.9373125584158872,0.9309018977365336,0.006410660679353586,0.7499346226774671,0.755509159653236,0.005574536975768818,0.9091454416009662,0.9040947182559762,0.005050723344990016,0.7446351931330472,0.7517985611510791,0.007163368018031968
LinearSVR,19,0.9158859242271168,0.9288138863408756,0.012927962113758795,0.7249685805705124,0.74127957741328,0.0163109968427676,0.9091430269494112,0.92338224315819,0.014239216208778771,0.7599164926931107,0.7612208258527827,0.0013043331596720442
