method,RMSE,NDCG,F1,MAE
itemKNN,0.9688156480118532,0.8930036092463973,0.7233201581027668,0.7642078676698482
BIAS,0.9300466346031613,0.9013748708457318,0.748,0.7401248671438849
userKNN,0.9723987630218316,0.8923507948808987,0.7243781094527363,0.7693856328824359
SVD,0.9317126115627556,0.9000415615226444,0.7464788732394366,0.7405074584488405
BIASEDMF,0.942916842435881,0.8942881623995491,0.7223340040241448,0.7501117517137093
BayesianRidge,0.9310646929089494,0.9010789714776932,0.7420634920634921,0.7407272921062732
Tweedie,0.9344422489878276,0.9038804915711304,0.7252066115702479,0.7450644359545515
Ridge,0.9314921830833783,0.9044128110128558,0.7420634920634921,0.7408798296147218
RandomForest,0.9274131493171008,0.9022984028586128,0.7425742574257426,0.7426875406233956
Bagging,0.9463685100411452,0.8902280191446426,0.7196738022426096,0.7614002654531665
AdaBoost,0.9261770211711344,0.9062553763872776,0.7379784102060843,0.748246810554589
GradientBoosting,0.953476322397746,0.8961190450798556,0.729103726082578,0.7650406027222988
LinearSVR,0.9366719934485521,0.9025714579251133,0.7512007684918348,0.7391101472450428
