method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,14,0.902516320082468,1.0969797870319562,0.19446346694948824,0.7114815234148959,0.8573487310165078,0.14586720760161187,0.9057579775822768,0.8587713932791772,0.046986584303099654,0.6870925684485006,0.6354430379746835,0.05164953047381715
BIAS,14,0.8618196751676587,1.0451307730942752,0.18331109792661648,0.6858481491196367,0.8235166014784139,0.13766845235877723,0.9029677126718388,0.8643069578733955,0.03866075479844333,0.6939313984168866,0.645326504481434,0.04860489393545253
userKNN,14,0.9400867224496776,1.1077142379420013,0.1676275154923237,0.7487767446539274,0.8716797934561904,0.12290304880226299,0.8831222153816279,0.8564315469317608,0.026690668449867117,0.6710613052076466,0.6422250316055625,0.028836273602084073
SVD,14,0.8639487747072851,1.0440091925540609,0.18006041784677573,0.68712121284992,0.8215712127283299,0.1344499998784099,0.9034707240107942,0.8641725934844925,0.03929813052630171,0.6884154460719041,0.6489226869455006,0.03949275912640349
BIASEDMF,14,0.880055251360641,1.0525669642111417,0.1725117128505007,0.6976553046518242,0.8269815962515132,0.129326291599689,0.9036021454771336,0.8669819471154125,0.036620198361721035,0.6791194129419613,0.6338939197930142,0.04522549314894708
BayesianRidge,14,0.8772982911294569,1.0552711185974946,0.17797282746803766,0.6943127518039911,0.8277066646278411,0.13339391282385005,0.9102621354330404,0.8719989906298893,0.03826314480315107,0.6837491571139582,0.639686684073107,0.0440624730408512
Tweedie,14,0.8789558716667737,1.064606147913124,0.18565027624635022,0.6995016756767968,0.838786881289394,0.13928520561259727,0.9085754858107392,0.8677405455398864,0.04083494027085277,0.6685236768802229,0.6180836707152496,0.05044000616497324
Ridge,14,0.8776768613483591,1.0560019407181578,0.1783250793697987,0.6946270788933882,0.8282602170935208,0.13363313820013267,0.910345870715293,0.8718797217700635,0.038466148945229595,0.6859838274932615,0.6422976501305483,0.043686177362713186
RandomForest,14,0.877420962686986,1.0525337837411275,0.1751128210541415,0.6902797477530928,0.8236271354375946,0.13334738768450183,0.9118775497277548,0.8718249944544394,0.040052555273315416,0.6858288770053476,0.648786717752235,0.037042159253112605
Bagging,14,0.905682599451019,1.076326269737029,0.17064367028601002,0.7114273178407166,0.8431870744975406,0.13175975665682405,0.899022088186723,0.8567403761947626,0.0422817119919604,0.6813333333333333,0.636245110821382,0.045088222511951326
AdaBoost,14,0.8793971118107182,1.053620720101157,0.1742236082904387,0.6934803171853031,0.8273792586267589,0.13389894144145575,0.9090440982393624,0.8687657651471714,0.04027833309219098,0.679399727148704,0.6361256544502618,0.04327407269844219
GradientBoosting,14,0.8845096073507682,1.059656134501576,0.1751465271508078,0.6926148578625241,0.8304737589905842,0.1378589011280601,0.8999568020351733,0.8579383851285656,0.04201841690660768,0.6835443037974683,0.6469833119383825,0.03656099185908579
LinearSVR,14,0.8826407781937186,1.067356835894238,0.18471605770051946,0.6977560580197396,0.8343359268662214,0.13657986884648177,0.9091089846349616,0.8696532904833523,0.03945569415160932,0.6897470039946738,0.6566037735849056,0.03314323040976819
