method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,15,0.9238257252114068,1.1129701952630957,0.18914447005168888,0.7188580089578279,0.8865649806958984,0.16770697173807048,0.9062872371721812,0.87169692559541,0.03459031157677117,0.7137989778534923,0.622792937399679,0.09100604045381333
BIAS,15,0.8754387234350693,1.0774480487869025,0.20200932535183314,0.695138004742082,0.8568392179524715,0.16170121321038955,0.9092168174122812,0.8826770138510039,0.026539803561277275,0.7131914893617022,0.6151260504201681,0.09806543894153408
userKNN,15,0.9477910917539408,1.1220486295242764,0.1742575377703356,0.7509316162220276,0.8956248228111053,0.1446932065890777,0.8943076138343614,0.8642608540225606,0.030046759811800827,0.694017094017094,0.6089850249584027,0.08503206905869132
SVD,15,0.8771055616076109,1.0771338984828724,0.20002833687526156,0.697478461869554,0.8552217936095565,0.15774333174000255,0.9050454281266062,0.8760109183264707,0.029034509800135444,0.7114893617021276,0.6254180602006689,0.0860713015014587
BIASEDMF,15,0.8929004001974837,1.0744605641707057,0.18156016397322194,0.708818419784939,0.851542013096234,0.14272359331129503,0.903222368357054,0.8725029058606588,0.030719462496395233,0.7042735042735043,0.6143572621035058,0.0899162421699985
BayesianRidge,15,0.875402054387628,1.071887511834551,0.19648545744692303,0.6949942401300654,0.8523835828027457,0.15738934267268034,0.9082301121999444,0.8792592279951675,0.028970884204776892,0.7079037800687286,0.6235489220563848,0.08435485801234377
Tweedie,15,0.8762292469078414,1.072477101655625,0.1962478547477835,0.6998607522100841,0.8566333116958055,0.15677255948572133,0.9077076813180968,0.8782616864547899,0.0294459948633069,0.698943661971831,0.622673434856176,0.07627022711565501
Ridge,15,0.8754820097895981,1.0723913808881649,0.19690937109856677,0.6948202153446332,0.8530652515704239,0.15824503622579067,0.9095260864489796,0.8783794227116426,0.031146663737336988,0.7079037800687286,0.6247933884297521,0.08311039163897649
RandomForest,15,0.8835626726476256,1.0706408536509044,0.1870781810032789,0.6988003191355231,0.8449713905091323,0.14617107137360918,0.9085572764976028,0.8778340942891469,0.030723182208455824,0.7329498767460969,0.6307448494453248,0.10220502730077208
Bagging,15,0.905727669403179,1.0949601957060544,0.18923252630287546,0.7209222769567597,0.8666283231083844,0.14570604615162475,0.8956160115124693,0.8677779029243835,0.027838108588085775,0.7046808510638298,0.6151260504201681,0.08955480064366172
AdaBoost,15,0.8843929294071727,1.06969341815523,0.18530048874805727,0.7046465815895829,0.8486680333270445,0.14402145173746161,0.9084450602228838,0.8758786158489119,0.03256644437397194,0.7320692497938994,0.6342229199372057,0.09784632985669373
GradientBoosting,15,0.8885455826814552,1.0851901688218766,0.19664458614042135,0.7076877611723833,0.8650586697763679,0.15737090860398462,0.9057669912093024,0.8702992229325455,0.035467768276756906,0.7213389121338912,0.622792937399679,0.09854597473421223
LinearSVR,15,0.8734183602592449,1.0802065962985148,0.20678823603926988,0.6894953386849173,0.8540334834345192,0.16453814474960193,0.9080712516002412,0.8802425118369153,0.027828739763325894,0.7172643869891576,0.6324237560192616,0.08484063096989602
