method,RMSE,NDCG,F1,MAE
itemKNN,0.8647023280810986,0.9016799839091635,0.7663117134559535,0.671137728850848
BIAS,0.8618640826746818,0.8973869328700933,0.7538551629904353,0.6788274973122772
userKNN,0.8974801066187101,0.8993595606990776,0.7494712555277832,0.7033461194245255
SVD,0.8594286601067167,0.9012624607073874,0.7503432045499118,0.6755492186239678
BIASEDMF,0.849870882432737,0.903972687197186,0.765139751552795,0.6681826020794298
BayesianRidge,0.8471441207134723,0.9065255007130867,0.7556,0.6671965146259107
Tweedie,0.8549465754933189,0.905038476364554,0.7389872375463153,0.6769803653123059
Ridge,0.8471434839855978,0.9065448942688863,0.7552531518911347,0.6671377129728387
RandomForest,0.8490090626127786,0.9031083288291278,0.7606531262445241,0.6746589990974
Bagging,0.8636494756122026,0.9018983623032243,0.751792828685259,0.6847986506430529
AdaBoost,0.8516425591220557,0.9050794847934384,0.7526487367563163,0.682209006448438
GradientBoosting,0.8542328555168615,0.9032355218811717,0.7628537265842965,0.6790608288983297
LinearSVR,0.847513940840709,0.9055236852154961,0.7670321064996085,0.6642547342209143
