method,RMSE,NDCG,F1,MAE
itemKNN,1.0969797870319562,0.8587713932791772,0.6354430379746835,0.8573487310165078
BIAS,1.0451307730942752,0.8643069578733955,0.645326504481434,0.8235166014784139
userKNN,1.1077142379420013,0.8564315469317608,0.6422250316055625,0.8716797934561904
SVD,1.0440091925540607,0.8641725934844925,0.6489226869455006,0.8215712127283299
BIASEDMF,1.0525669642111417,0.8669819471154125,0.6338939197930142,0.8269815962515132
BayesianRidge,1.0552711185974946,0.8719989906298893,0.639686684073107,0.8277066646278411
Tweedie,1.064606147913124,0.8677405455398864,0.6180836707152496,0.838786881289394
Ridge,1.0560019407181578,0.8718797217700635,0.6422976501305483,0.8282602170935208
RandomForest,1.0525337837411275,0.8718249944544394,0.648786717752235,0.8236271354375946
Bagging,1.076326269737029,0.8567403761947626,0.636245110821382,0.8431870744975406
AdaBoost,1.053620720101157,0.8687657651471714,0.6361256544502618,0.8273792586267589
GradientBoosting,1.059656134501576,0.8579383851285656,0.6469833119383825,0.8304737589905842
LinearSVR,1.067356835894238,0.8696532904833523,0.6566037735849056,0.8343359268662214
