method,RMSE,NDCG,F1,MAE
itemKNN,0.9288467938679663,0.8822982793819988,0.725557461406518,0.7242585160374728
BIAS,0.9174410002132962,0.8743211446555177,0.7192374350086655,0.7153098110409165
userKNN,0.9704410229484147,0.8775427012452129,0.7122835943940643,0.7610549349239463
SVD,0.9204996585008748,0.8753725614742984,0.7192374350086655,0.7166507857237611
BIASEDMF,0.9241732477079254,0.87507836040493,0.7164179104477612,0.7234241008351353
BayesianRidge,0.9154875289962056,0.8762647967716358,0.7301310043668122,0.7136373834126738
Tweedie,0.9193303347815004,0.8789311041205062,0.7208480565371025,0.7202490287716764
Ridge,0.9156479636384162,0.8762197748471877,0.7290209790209791,0.7136929459426475
RandomForest,0.9141246913967358,0.8827284350293727,0.7337278106508875,0.7136203884290026
Bagging,0.9364103969227943,0.8728606409501094,0.7134199134199134,0.733080385595921
AdaBoost,0.9144649673195714,0.8842328021143366,0.7346585998271391,0.7186940441384432
GradientBoosting,0.9237981087773702,0.8828529652952587,0.7372013651877133,0.7214257031689637
LinearSVR,0.9224565737424198,0.8753999805768893,0.7286559594251902,0.7161119537497274
