method,RMSE,NDCG,F1,MAE
itemKNN,0.8464058035392557,0.9085448948977979,0.8014705882352942,0.6663020543698243
BIAS,0.8344274209722776,0.913781586039368,0.8034825870646766,0.658667533785028
userKNN,0.887294555535792,0.9022221672642743,0.7611940298507462,0.707222500426581
SVD,0.8322296526009106,0.9173186047216129,0.8015075376884422,0.6580154731271065
BIASEDMF,0.8508683450544254,0.9030911719289197,0.7754077791718946,0.677329023150414
BayesianRidge,0.8432098501969831,0.9112512004725455,0.8025,0.6723962159459904
Tweedie,0.8428457628334104,0.9107863949296524,0.7923076923076923,0.6741156389078804
Ridge,0.8434350085655551,0.9106906315594402,0.800498753117207,0.6718766365020742
RandomForest,0.8506089007238139,0.9099965477454033,0.8005018820577164,0.6732833017712865
Bagging,0.8700204725991476,0.9045394314200584,0.7750952986022872,0.7000338753387535
AdaBoost,0.8544029053326588,0.913297442987995,0.7938931297709924,0.6785787203418052
GradientBoosting,0.8820533885059716,0.9041471616738882,0.785622593068036,0.7067210821933106
LinearSVR,0.840687943680861,0.9116003143569217,0.801980198019802,0.6652153410145807
