method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,17,0.8464058035392557,1.113175695361532,0.2667698918222763,0.6663020543698243,0.8875229489961812,0.22122089462635697,0.908544894897798,0.8602822939952337,0.04826260090256429,0.8014705882352942,0.6855123674911661,0.1159582207441281
BIAS,17,0.8344274209722776,1.0593799803925603,0.2249525594202827,0.658667533785028,0.848199761648136,0.18953222786310808,0.913781586039368,0.8824736690793842,0.031307916959983806,0.8034825870646766,0.6806883365200764,0.12279425054460014
userKNN,17,0.887294555535792,1.0837547207688976,0.1964601652331056,0.707222500426581,0.8682778087121705,0.16105530828558956,0.9022221672642744,0.8736528544450352,0.028569312819239245,0.7611940298507462,0.6750902527075813,0.08610377714316497
SVD,17,0.8322296526009106,1.0607322262715266,0.228502573670616,0.6580154731271065,0.8496633565330953,0.19164788340598882,0.9173186047216128,0.8771959066601103,0.04012269806150248,0.8015075376884422,0.6743295019157088,0.12717803577273334
BIASEDMF,17,0.8508683450544254,1.0771952317987574,0.226326886744332,0.677329023150414,0.8630789600876728,0.18574993693725883,0.9030911719289196,0.8653460525771006,0.03774511935181901,0.7754077791718946,0.6751824817518248,0.1002252974200698
BayesianRidge,17,0.8432098501969831,1.069005105741606,0.22579525554462276,0.6723962159459904,0.857606231756234,0.18521001581024354,0.9112512004725456,0.8774568808482238,0.03379431962432178,0.8025,0.6756238003838771,0.12687619961612284
Tweedie,17,0.8428457628334104,1.0694326214035823,0.2265868585701719,0.6741156389078804,0.8593760206119772,0.18526038170409675,0.9107863949296524,0.8866806459324654,0.024105748997186982,0.7923076923076923,0.6706349206349206,0.12167277167277168
Ridge,17,0.8434350085655551,1.0686086802724808,0.2251736717069257,0.6718766365020742,0.8570380253616654,0.1851613888595912,0.9106906315594402,0.8836918361391388,0.02699879542030137,0.800498753117207,0.6756756756756757,0.12482307744153132
RandomForest,17,0.8506089007238139,1.0699142947208249,0.219305393997011,0.6732833017712865,0.8563692706989545,0.18308596892766804,0.9099965477454032,0.8730827642795644,0.036913783465838734,0.8005018820577164,0.6755218216318786,0.12498006042583787
Bagging,17,0.8700204725991476,1.093457407265578,0.22343693466643044,0.7000338753387535,0.8799373795761078,0.17990350423735435,0.9045394314200584,0.8693062190882912,0.03523321233176724,0.7750952986022872,0.6654205607476635,0.10967473785462367
AdaBoost,17,0.8544029053326588,1.070375546796304,0.21597264146364525,0.6785787203418052,0.8582995875198994,0.1797208671780942,0.913297442987995,0.8707241994948764,0.04257324349311853,0.7938931297709924,0.6679764243614931,0.12591670540949929
GradientBoosting,17,0.8820533885059716,1.0860370263662138,0.2039836378602422,0.7067210821933106,0.8767922668674443,0.17007118467413362,0.9041471616738882,0.8797768910738945,0.02437027059999375,0.785622593068036,0.6679245283018868,0.11769806476614919
LinearSVR,17,0.840687943680861,1.0700124860492544,0.2293245423683934,0.6652153410145807,0.8554149631055338,0.1901996220909531,0.9116003143569216,0.8815876468852052,0.03001266747171638,0.801980198019802,0.6741996233521658,0.12778057466763626
