method,RMSE,NDCG,F1,MAE
itemKNN,0.8964416677345622,0.8991117193634964,0.7505211952744962,0.6995858102814004
BIAS,0.9197057070780388,0.8875789413777057,0.7339558911186171,0.7250340597028485
userKNN,0.9504263602173951,0.8949561865144671,0.7489201877934273,0.7468577542139034
SVD,0.9095670930385364,0.8940691894645475,0.7389542354452902,0.7150946962684576
BIASEDMF,0.8966230995869723,0.8986140660526892,0.7537022603273578,0.702649601216873
BayesianRidge,0.8814146112884099,0.9038712435724928,0.7421409492500514,0.6940987086347077
Tweedie,0.8932000559767386,0.902804478777518,0.7308468813091064,0.706216992359769
Ridge,0.8814362463844552,0.9038634763453571,0.741988496302383,0.6941006816772115
RandomForest,0.8860196470695272,0.9010568464608051,0.7412487205731833,0.6984835915976998
Bagging,0.8960553254895185,0.8951802925921764,0.7368747416287722,0.7090737965242836
AdaBoost,0.8884488535137987,0.8994098676692448,0.7316199705076891,0.7057518693867305
GradientBoosting,0.8879860127801764,0.8989963717703963,0.7448542897900958,0.7005686626681218
LinearSVR,0.8843116031615886,0.9041137697223194,0.7478593734260098,0.6924517271822017
