method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,4,0.8956441732953709,0.8434378689780861,0.05220630431728479,0.698409101778503,0.6501369782898989,0.0482721234886041,0.907045965496852,0.9093412566958632,0.0022952911990111735,0.7561602418745276,0.7681063122923588,0.011946070417831245
BIAS,4,0.9218108821731626,0.8699567658333014,0.051854116339861256,0.7269293525770407,0.6776025718703468,0.04932678070669394,0.8994892211089472,0.8953982227171006,0.004090998391846679,0.7431924176320145,0.7527749747729566,0.009582557140942138
userKNN,4,0.9504338018793268,0.8929941416693209,0.057439660210005905,0.741550189810911,0.6894291037901734,0.05212108602073762,0.903869124665118,0.8908213887665803,0.013047735898537693,0.7506538796861377,0.7548408270429932,0.0041869473568554305
SVD,4,0.9049159093938212,0.8603984102427242,0.04451749915109693,0.7123277318209761,0.6709035697465725,0.04142416207440358,0.9060051356935432,0.8979272284969172,0.008077907196626044,0.7514259981987391,0.7606293940408436,0.0092033958421045
BIASEDMF,4,0.8988836419664417,0.857942058023586,0.04094158394285563,0.7039769979605365,0.6630372140809956,0.04093978387954089,0.9108638188212852,0.9040837268905688,0.006780091930716381,0.7591240875912408,0.7655058043117745,0.00638171672053367
BayesianRidge,4,0.8819388983691216,0.839727351611247,0.04221154675787464,0.6936390275091572,0.6549652826492633,0.03867374485989383,0.911067125106658,0.9034703273768036,0.007596797729854443,0.7500782962730974,0.7595552466990966,0.009476950425999164
Tweedie,4,0.8908360977271067,0.8415151446744171,0.049320953052689576,0.7028085669527206,0.6581813229975285,0.04462724395519213,0.913967500560026,0.9041455606610966,0.009821939898929322,0.7376389112578515,0.7449712643678161,0.007332353109964607
Ridge,4,0.8819489616446006,0.8397941217206618,0.04215483992393876,0.6936362361060772,0.6550030615497635,0.038633174556313654,0.9112287558956124,0.903471504274842,0.007757251620770345,0.7499608579927979,0.7595552466990966,0.009594388706298695
RandomForest,4,0.889661502378299,0.8389244424783813,0.050737059899917725,0.6997859479662568,0.6529521767418459,0.0468337712244109,0.9128276229209918,0.9002407036964559,0.01258691922453592,0.750662716357399,0.7614490772385509,0.010786360881151924
Bagging,4,0.9007839248916056,0.8535554355638136,0.047228489327792,0.7100055099877245,0.6663588455476753,0.043646664440049165,0.9111544115835708,0.8942649127285642,0.01688949885500657,0.7380653266331658,0.753184165232358,0.015118838599192164
AdaBoost,4,0.8922958849632779,0.8414044182856308,0.0508914666776471,0.7054258976885706,0.6560068079973785,0.04941908969119202,0.9107281829831818,0.9033856769852578,0.007342505997923965,0.7285550270624898,0.7382256297918949,0.00967060272940512
GradientBoosting,4,0.8957948846166869,0.8404725950487827,0.05532228956790419,0.7047118235282014,0.6545523686882152,0.050159454839986184,0.9122767253347384,0.8992028376949445,0.01307388763979389,0.7497267759562841,0.7633482604202549,0.013621484463970823
LinearSVR,4,0.8835286891432792,0.8410723925678857,0.042456296575393515,0.6916690650202489,0.6526274997224141,0.03904156529783487,0.9109920131785813,0.9029567706051084,0.008035242573472878,0.7556783302639656,0.7624573378839591,0.0067790076199935045
