method,RMSE,NDCG,F1,MAE
itemKNN,1.231796452226998,0.8592296619263554,0.5737373737373738,0.9942344349886943
BIAS,1.1534863555922938,0.8705401870424563,0.5497835497835498,0.9251418928174636
userKNN,1.1667842028043736,0.8523115743425904,0.5665961945031712,0.9336445011443995
SVD,1.1573941123847342,0.8678472219365022,0.5610278372591007,0.9269658979837914
BIASEDMF,1.1647040382866682,0.8570143600598072,0.5660377358490566,0.9351126989603762
BayesianRidge,1.1617033713044755,0.8681576622785667,0.564755838641189,0.9317897956440343
Tweedie,1.1571241394694212,0.8699626125831045,0.5353982300884956,0.9333621166408844
Ridge,1.1624260644906397,0.8692421155667092,0.5642105263157895,0.9321328607529751
RandomForest,1.1476053440880551,0.8710973124299842,0.5466377440347071,0.9202324913584625
Bagging,1.165107436008427,0.8501811382586361,0.542016806722689,0.9402674427171589
AdaBoost,1.1489705123767302,0.8700494644621727,0.5258426966292135,0.9203779904711314
GradientBoosting,1.1571365290193465,0.8658060703990398,0.5666666666666667,0.9308316598143729
LinearSVR,1.1711876718223917,0.8675722813256844,0.5685071574642127,0.9369206411966617
