method,RMSE,NDCG,F1,MAE
itemKNN,0.9022645395179614,0.897416078837281,0.7641901245962159,0.7040701793887264
BIAS,0.8928431603564653,0.9039874092784134,0.7573459715639811,0.7053363163209488
userKNN,0.9508684087024174,0.8804367638397909,0.7357609710550888,0.7460383322075111
SVD,0.8931986788521765,0.9025033917236815,0.7545023696682465,0.704781456423206
BIASEDMF,0.8909502969519704,0.8991490024247406,0.7547169811320755,0.700712635396234
BayesianRidge,0.8870130710148628,0.9032702381944625,0.7445041524181729,0.7021971638837854
Tweedie,0.8961278635797011,0.9035121656130476,0.7264437689969605,0.7127710276002968
Ridge,0.8870453635904276,0.9031308389198636,0.7432762836185819,0.7022095870840857
RandomForest,0.8859168259713683,0.90175283228557,0.7492654260528894,0.7024979764639944
Bagging,0.9031786706082013,0.8922724601583911,0.7434146341463415,0.7186312768417574
AdaBoost,0.887895087479383,0.9051250937218244,0.7516973811833172,0.7052012265881332
GradientBoosting,0.8942655370445461,0.8991108289901476,0.7362204724409449,0.7122407614167497
LinearSVR,0.885369997598585,0.9029541603374954,0.7534839019702066,0.698778516491555
