method,RMSE,NDCG,F1,MAE
itemKNN,0.8813722837790451,0.905983785056756,0.7265135699373695,0.7027811321463838
BIAS,0.860011092001041,0.9037958360041335,0.7261146496815286,0.6867946926389077
userKNN,0.9359546837694085,0.8912287356645983,0.708994708994709,0.7502050652978035
SVD,0.8634733642439081,0.9034980317564039,0.7181136120042872,0.6922727307831498
BIASEDMF,0.8966410590864486,0.8882379258278065,0.7174603174603175,0.7207958000499546
BayesianRidge,0.8680099295922805,0.9028313142367752,0.7130620985010707,0.6963131838492166
Tweedie,0.8661757973539241,0.9045374474281571,0.7079646017699115,0.6979966014659418
Ridge,0.8689226067562537,0.904158157496968,0.7171824973319103,0.6967142999399324
RandomForest,0.8771074421594378,0.9062856621357355,0.7207792207792207,0.7003055768731253
Bagging,0.9131833907048741,0.8817322037529112,0.6979722518676628,0.7347267585874306
AdaBoost,0.887059518911115,0.9067076316637787,0.6936026936026936,0.7090425389666531
GradientBoosting,0.891923461787914,0.8957104765056296,0.703862660944206,0.7177325151092792
LinearSVR,0.8666106943811006,0.90337940986536,0.72840790842872,0.6922633977943542
