method,RMSE,NDCG,F1,MAE
itemKNN,0.8706962208860473,0.8905872411526354,0.7207661290322581,0.6742257128391749
BIAS,0.8810289810086155,0.8897235725849152,0.6929133858267716,0.6887055972301089
userKNN,0.8892340975142542,0.8820106876014672,0.7020408163265306,0.688115735696769
SVD,0.87359462494052,0.8903187801553896,0.6980146290491118,0.6784713774187934
BIASEDMF,0.8732116233700461,0.8922815631748474,0.7147941026944585,0.6719990957135695
BayesianRidge,0.8670882189704355,0.8903635822094702,0.6978226234731811,0.6731462759880409
Tweedie,0.869812065198888,0.8935906596195534,0.6805165637282425,0.6814024813193542
Ridge,0.867177654037256,0.8902756023478887,0.6985138004246284,0.6731293358208832
RandomForest,0.8706083877650092,0.8952450486666955,0.6970338983050848,0.676747484441189
Bagging,0.8830117346982569,0.8769248024312433,0.6969857218402962,0.6825590463458111
AdaBoost,0.8739732384484269,0.8933316213011119,0.6891133557800224,0.6832931509823245
GradientBoosting,0.8727757033041742,0.8876702309777433,0.698782424563261,0.6792866463767182
LinearSVR,0.86820536952448,0.8908213657182438,0.706436420722135,0.6694914855590054
