method,RMSE,NDCG,F1,MAE
itemKNN,0.846480058400411,0.9094444108607851,0.7656842719579807,0.6545322667677759
BIAS,0.8764375350758551,0.8936511482090808,0.7458823529411764,0.6810141670105652
userKNN,0.8886081559449112,0.8918194910702478,0.7603778986544517,0.6794072856746288
SVD,0.8625732084418618,0.9009956423580237,0.7624890446976337,0.6692954204892956
BIASEDMF,0.8540128864735166,0.9008140323734626,0.7575581395348837,0.6618440278377382
BayesianRidge,0.835704698129307,0.907535082604326,0.7463611025085166,0.6544025593909948
Tweedie,0.84339466653899,0.907006482338097,0.7288461538461538,0.6617323892520194
Ridge,0.835724001757831,0.9075209824807564,0.746749226006192,0.6544140039477804
RandomForest,0.8398042989834849,0.9023345920807414,0.7430512662137122,0.6581403776061875
Bagging,0.8563204335718988,0.8936794946784201,0.7370039987696093,0.6740794737435204
AdaBoost,0.844825282392747,0.9033283535507277,0.7241821680564464,0.6707511322907588
GradientBoosting,0.8414955188658142,0.9023951479712012,0.7403040645361465,0.6613349492627357
LinearSVR,0.8355896767774788,0.9064707346380952,0.7543648404575557,0.6501006908626669
