method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,2,0.8964416677345622,0.8394299125746411,0.057011755159921185,0.6995858102814004,0.6519487176896833,0.04763709259171711,0.8991117193634964,0.9040388846212856,0.0049271652577891345,0.7505211952744962,0.7521101732563306,0.0015889779818343275
BIAS,2,0.9197057070780388,0.8653342911760956,0.054371415901943165,0.7250340597028485,0.6763891446599845,0.048644915042864056,0.8875789413777057,0.8896341354447302,0.0020551940670245905,0.7339558911186171,0.7412270772017207,0.007271186083103509
userKNN,2,0.9504263602173952,0.8722883812466332,0.07813797897076202,0.7468577542139034,0.6752586800515896,0.07159907416231381,0.8949561865144671,0.8957402416767105,0.0007840551622434466,0.7489201877934273,0.7531436135009927,0.004223425707565398
SVD,2,0.9095670930385364,0.8529722254233438,0.05659486761519261,0.7150946962684576,0.6649011231459129,0.05019357312254469,0.8940691894645475,0.8928018294106437,0.001267360053903821,0.7389542354452902,0.7485432541461228,0.009589018700832619
BIASEDMF,2,0.8966230995869723,0.8390891898202518,0.05753390976672046,0.702649601216873,0.6545232025396676,0.04812639867720547,0.8986140660526892,0.8999126877028331,0.0012986216501438275,0.7537022603273578,0.7522202486678508,0.0014820116595070099
BayesianRidge,2,0.8814146112884099,0.8197414492280803,0.06167316206032958,0.6940987086347077,0.6446667373896925,0.049431971245015194,0.9038712435724928,0.9073380962575268,0.0034668526850339942,0.7421409492500514,0.7448859628497532,0.0027450135997018066
Tweedie,2,0.8932000559767386,0.8302400594379148,0.06295999653882378,0.706216992359769,0.653578221700874,0.052638770658894996,0.902804478777518,0.9072795297669642,0.004475050989446228,0.7308468813091064,0.7310412094611071,0.00019432815200071119
Ridge,2,0.8814362463844552,0.8197389662369245,0.06169728014753062,0.6941006816772115,0.6446597142465159,0.04944096743069559,0.9038634763453572,0.9071030677794236,0.00323959143406638,0.741988496302383,0.7451810061118946,0.00319250980951169
RandomForest,2,0.8860196470695272,0.8238090930147423,0.06221055405478493,0.6984835915976998,0.6487238862972057,0.04975970530049412,0.9010568464608052,0.9060608603392788,0.005004013878473601,0.7412487205731833,0.7450254511800093,0.0037767306068260398
Bagging,2,0.8960553254895185,0.839042582903655,0.05701274258586353,0.7090737965242836,0.6630200824923914,0.04605371403189218,0.8951802925921764,0.9034228638325692,0.008242571240392849,0.7368747416287722,0.7335364424654324,0.0033382991633398307
AdaBoost,2,0.8884488535137987,0.8322729136922568,0.0561759398215419,0.7057518693867305,0.6629714478442518,0.04278042154247874,0.8994098676692448,0.9022714833297134,0.0028616156604686083,0.7316199705076891,0.7334764972560248,0.0018565267483356962
GradientBoosting,2,0.8879860127801764,0.8256253750184747,0.062360637761701754,0.7005686626681218,0.6512434699395154,0.04932519272860636,0.8989963717703963,0.9071511598735968,0.008154788103200583,0.7448542897900958,0.7452067452067452,0.00035245541664941094
LinearSVR,2,0.8843116031615886,0.8209355664772957,0.06337603668429292,0.6924517271822017,0.6414740519161867,0.05097767526601504,0.9041137697223194,0.9060230769385,0.0019093072161806557,0.7478593734260098,0.7523568636468153,0.004497490220805478
