method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,20,0.969382017914916,0.9367526497668384,0.0326293681480776,0.7617657136336083,0.739157774426555,0.022607939207053396,0.8817514402178447,0.8917642449090675,0.010012804691222787,0.7115600448933782,0.7202072538860104,0.00864720899263216
BIAS,20,0.924799030235954,0.8857737632679957,0.03902526696795827,0.7296314163018428,0.7240152956187859,0.0056161206830569466,0.8925573316225455,0.9059173215140526,0.013359989891507107,0.7262443438914027,0.7368421052631579,0.010597761371755166
userKNN,20,0.9895545571882062,0.9303095706064188,0.05924498658178734,0.7732006984573258,0.7609691787744397,0.01223151968288605,0.8887473113289533,0.8800919626813853,0.008655348647568006,0.7290116896918172,0.7525773195876289,0.02356562989581168
SVD,20,0.924513368750666,0.8898283693301653,0.03468499942050074,0.7302210481300138,0.7251350573961014,0.00508599073391236,0.8917958276718514,0.9001739556765557,0.008378128004704277,0.7295173961840629,0.7447916666666666,0.015274270482603769
BIASEDMF,20,0.9372911497280572,0.8812171059532609,0.0560740437747963,0.7434971672430244,0.7132200082373097,0.030277159005714704,0.8877931403129884,0.8980327689391583,0.010239628626169894,0.7254237288135593,0.7362924281984334,0.010868699384874114
BayesianRidge,20,0.9226758697343738,0.8867217762834736,0.03595409345090017,0.7266371566007418,0.7134898868654084,0.013147269735333422,0.8889929341664508,0.9009092969654936,0.011916362799042846,0.7126696832579186,0.7480519480519481,0.035382264794029505
Tweedie,20,0.9290632509815848,0.8921662888871108,0.03689696209447402,0.735550215859278,0.7225839834362058,0.012966232423072266,0.8871536754692724,0.9003394258839946,0.013185750414722253,0.7085714285714285,0.7480106100795756,0.03943918150814707
Ridge,20,0.9237859582741084,0.885786037854818,0.037999920419290345,0.7271524942027424,0.7137993405967302,0.013353153606012191,0.8885290971114551,0.9061954894120902,0.017666392300635048,0.7167235494880546,0.7519582245430809,0.03523467505502631
RandomForest,20,0.924799054659724,0.8791565580764191,0.04564249658330488,0.732020611691303,0.7142429535584451,0.01777765813285781,0.8874586890185607,0.9057493958400858,0.018290706821525116,0.733615221987315,0.7611940298507462,0.027578807863431254
Bagging,20,0.9492479358902048,0.917963960060745,0.031283975829459854,0.7530745769382133,0.7501622533748702,0.0029123235633431444,0.8892808983934991,0.8987863129670243,0.009505414573525162,0.6971046770601337,0.7046632124352331,0.007558535375099429
AdaBoost,20,0.9275712201842634,0.8795630250532079,0.048008195131055476,0.737047687910317,0.7184758118185408,0.01857187609177624,0.8887399167682737,0.902815332845638,0.014075416077364289,0.7335423197492164,0.7609756097560976,0.027433290006881217
GradientBoosting,20,0.949460494899418,0.9114998436298112,0.03796065126960679,0.753102759936391,0.7446505929597637,0.008452166976627318,0.8825839380491511,0.8998768737871863,0.017292935738035142,0.72,0.7236180904522613,0.0036180904522613577
LinearSVR,20,0.927967363061263,0.8983458082529238,0.02962155480833928,0.7286993313169343,0.7199722315913788,0.00872709972555552,0.8875286812684835,0.9060454450312162,0.018516763762732702,0.7238723872387238,0.7570332480818415,0.033160860843117645
