method,RMSE,NDCG,F1,MAE
itemKNN,0.906282569790456,0.8884940068892789,0.7246511627906976,0.6953232386374448
BIAS,0.915487707320223,0.8824543259763686,0.7076776347162613,0.7074341344149865
userKNN,0.9268409418782937,0.8857825576439657,0.7142203932327389,0.7113553932981914
SVD,0.9093738760449681,0.8791887344256529,0.7085498346717053,0.6987351480131393
BIASEDMF,0.9047485493306333,0.8844840482067755,0.7275294117647059,0.6940890044703082
BayesianRidge,0.8953211274261245,0.8866572535488063,0.7106796116504854,0.6920484904464291
Tweedie,0.9001028956116578,0.8841421748725355,0.6961770623742455,0.6990947954498543
Ridge,0.8954406058069568,0.8869399906958401,0.7090820786789703,0.6920880298765655
RandomForest,0.8992987869515284,0.8844319962137521,0.7159309021113244,0.6950175916687463
Bagging,0.9146952590005779,0.880021321503976,0.7055984555984556,0.7060390946502058
AdaBoost,0.9011624874453205,0.8876009176897931,0.7039764359351989,0.6995473921731804
GradientBoosting,0.8999374480202931,0.8850254334893953,0.707647628267183,0.6960977439225251
LinearSVR,0.898971829359854,0.8869513296123671,0.7121718377088305,0.6896747015406742
