method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,6,0.9244561911893164,0.906282569790456,0.018173621398860473,0.714529813757051,0.6953232386374448,0.019206575119606217,0.9077606149419802,0.8884940068892789,0.019266608052701306,0.7482785003825555,0.7246511627906976,0.023627337591857867
BIAS,6,0.917045444695421,0.915487707320223,0.0015577373751980428,0.7213552076789439,0.7074341344149865,0.013921073263957418,0.8967636650680834,0.8824543259763686,0.014309339091714723,0.7509926262053318,0.7076776347162613,0.043314991489070476
userKNN,6,0.9661241222364322,0.9268409418782936,0.0392831803581386,0.7502787554418308,0.7113553932981914,0.03892336214363934,0.8946751773516598,0.8857825576439657,0.00889261970769406,0.7376397044894867,0.7142203932327389,0.023419311256747788
SVD,6,0.9076043133065088,0.909373876044968,0.001769562738459185,0.7123710916770472,0.6987351480131393,0.013635943663907857,0.900886996932498,0.8791887344256529,0.021698262506845034,0.7555387237265669,0.7085498346717053,0.04698888905486165
BIASEDMF,6,0.9016701621777148,0.9047485493306332,0.003078387152918416,0.7047704108327628,0.6940890044703082,0.010681406362454626,0.9082710023399414,0.8844840482067755,0.023786954133165894,0.761994355597366,0.7275294117647059,0.03446494383266008
BayesianRidge,6,0.8954117736557918,0.8953211274261245,9.064622966736824e-05,0.7028766600179541,0.6920484904464291,0.010828169571524993,0.9102740684763428,0.8866572535488063,0.023616814927536534,0.7389064976228209,0.7106796116504854,0.02822688597233547
Tweedie,6,0.9039442121640568,0.9001028956116578,0.0038413165523990545,0.7105348266644126,0.6990947954498543,0.011440031214558277,0.9094606880855236,0.8841421748725355,0.02531851321298806,0.7248818574070269,0.6961770623742455,0.02870479503278145
Ridge,6,0.8953967212934236,0.8954406058069568,4.388451353320999e-05,0.702831155983022,0.6920880298765655,0.010743126106456558,0.9101005177377208,0.8869399906958401,0.023160527041880763,0.7388635913680459,0.7090820786789703,0.029781512689075584
RandomForest,6,0.8961603509600675,0.8992987869515284,0.0031384359914609083,0.7062055541552688,0.6950175916687463,0.01118796248652243,0.9109120826148892,0.8844319962137521,0.026480086401137082,0.7494638331058686,0.7159309021113244,0.03353293099454424
Bagging,6,0.9081248867525024,0.914695259000578,0.006570372248075662,0.7149625277241182,0.7060390946502058,0.008923433073912412,0.9036437946030468,0.880021321503976,0.02362247309907073,0.7385284810126582,0.7055984555984556,0.032930025414202646
AdaBoost,6,0.9054206361261652,0.9011624874453203,0.004258148680844842,0.7182239906659649,0.6995473921731804,0.01867659849278447,0.908771019292186,0.8876009176897931,0.021170101602392855,0.7362110311750599,0.7039764359351989,0.03223459523986105
GradientBoosting,6,0.9020189966355197,0.8999374480202931,0.0020815486152265805,0.7125058625191594,0.6960977439225251,0.01640811859663427,0.9086783111611992,0.8850254334893953,0.023652877671803907,0.7430596574128765,0.707647628267183,0.035412029145693524
LinearSVR,6,0.8991637240497656,0.898971829359854,0.0001918946899116536,0.6999026611782686,0.6896747015406742,0.010227959637594375,0.9090339369632,0.8869513296123671,0.022082607350832895,0.7484971882877642,0.7121718377088305,0.03632535057893371
