method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,9,0.9187753398758378,0.8810466826274224,0.037728657248415454,0.7164783853602671,0.689888686118288,0.02658969924197907,0.893346651992693,0.8608388472293429,0.032507804763350134,0.7409024745269287,0.7185430463576159,0.0223594281693128
BIAS,9,0.893301551643345,0.8901648448279771,0.003136706815367929,0.7068027485439489,0.7016334326794434,0.005169315864505419,0.8895580936960986,0.8688270372260202,0.020731056470078446,0.7380091588334539,0.7116022099447514,0.02640694888870243
userKNN,9,0.934487627691203,0.9409940917847872,0.006506464093584241,0.7333381843085275,0.7284830536584512,0.004855130650076256,0.882177237703203,0.8653193813459764,0.016857856357226586,0.7343269458244618,0.7203742203742204,0.013952725450241399
SVD,9,0.8935233107728435,0.8907135496416934,0.002809761131150168,0.7060099001647356,0.7000572293151085,0.00595267084962714,0.8877571202533302,0.8681767087922483,0.019580411461081915,0.7363088057901086,0.7156267255659856,0.02068208022412299
BIASEDMF,9,0.8954089292658622,0.889492375769017,0.005916553496845278,0.7039850077766919,0.6992843304154595,0.004700677361232475,0.8884019680596135,0.8612374035336262,0.027164564525987256,0.7420289855072464,0.7114317425083241,0.030597242998922303
BayesianRidge,9,0.8865958653561226,0.8766265735840467,0.009969291772075839,0.6988091661448268,0.6907473485953575,0.00806181754946933,0.8912410665446133,0.8608175029224452,0.030423563622168137,0.7448107448107448,0.7256637168141593,0.01914702799658552
Tweedie,9,0.8916001804741505,0.882417988007979,0.009182192466171468,0.706906797941966,0.6962398949915067,0.010666902950459245,0.8911041363500365,0.8645254088384909,0.026578727511545552,0.7286508337544214,0.7105719237435009,0.018078910010920546
Ridge,9,0.8865538374438615,0.8764003663713084,0.010153471072553155,0.6987751780861511,0.6906642076690874,0.008110970417063657,0.8908583298885863,0.8627950577130962,0.028063272175490095,0.74462890625,0.7246537396121884,0.019975166637811625
RandomForest,9,0.8873956591521737,0.8784505696862116,0.008945089465962064,0.6998103712569822,0.6930231793962063,0.006787191860775921,0.8904880166655381,0.8637609799715745,0.02672703669396359,0.7453944260746339,0.7291112293773284,0.01628319669730549
Bagging,9,0.9102837202365024,0.9041740089144124,0.006109711322090039,0.7171187931481798,0.711857948483463,0.005260844664716879,0.8849324100410856,0.8475264462085306,0.03740596383255501,0.7350345814452659,0.7295528898582334,0.005481691587032489
AdaBoost,9,0.8903842529855809,0.8778789752514752,0.012505277734105702,0.7045483554372264,0.6955978016056051,0.008950553831621244,0.8887142642923956,0.863332270438501,0.025381993853894613,0.7509899836943862,0.7283298097251586,0.022660173969227593
GradientBoosting,9,0.8979490188541981,0.8856492335797903,0.012299785274407782,0.7086948304391609,0.698150710866894,0.010544119572266974,0.8892270795386595,0.8548698197717309,0.034357259766928605,0.7458186101295642,0.732019179541822,0.013799430587742134
LinearSVR,9,0.8947862027477258,0.888797161436753,0.005989041310972776,0.7014394965238946,0.6946140915282466,0.006825404995647988,0.8909583560970002,0.8615803160899299,0.02937804000707034,0.7476988435213594,0.7315257841573631,0.016173059363996267
