method,RMSE,NDCG,F1,MAE
itemKNN,0.9187753398758378,0.893346651992693,0.7409024745269287,0.7164783853602671
BIAS,0.893301551643345,0.8895580936960986,0.7380091588334539,0.7068027485439489
userKNN,0.934487627691203,0.882177237703203,0.7343269458244618,0.7333381843085275
SVD,0.8935233107728435,0.8877571202533302,0.7363088057901086,0.7060099001647356
BIASEDMF,0.8954089292658622,0.8884019680596135,0.7420289855072464,0.7039850077766919
BayesianRidge,0.8865958653561226,0.8912410665446133,0.7448107448107448,0.6988091661448268
Tweedie,0.8916001804741505,0.8911041363500365,0.7286508337544214,0.706906797941966
Ridge,0.8865538374438615,0.8908583298885863,0.74462890625,0.6987751780861511
RandomForest,0.8873956591521737,0.8904880166655381,0.7453944260746339,0.6998103712569822
Bagging,0.9102837202365025,0.8849324100410856,0.7350345814452659,0.7171187931481798
AdaBoost,0.8903842529855809,0.8887142642923956,0.7509899836943862,0.7045483554372264
GradientBoosting,0.8979490188541981,0.8892270795386595,0.7458186101295642,0.7086948304391609
LinearSVR,0.8947862027477258,0.8909583560970002,0.7476988435213594,0.7014394965238946
