method,RMSE,NDCG,F1,MAE
itemKNN,0.8972834624484177,0.8713649217059403,0.7318747318747318,0.7055646561180328
BIAS,0.92602893558104,0.8741788762774284,0.7180805484147387,0.7230753689294159
userKNN,0.9742669003223221,0.8672003275995699,0.7341269841269841,0.7436181848205016
SVD,0.9188376455889246,0.8804647637415631,0.7247863247863248,0.7179792795432556
BIASEDMF,0.9117367748074675,0.8791529472007904,0.7285896889646357,0.7130047048934606
BayesianRidge,0.8955768640039881,0.8806148795348095,0.7245744216499346,0.7059721085843885
Tweedie,0.9045231218837371,0.8830909338999104,0.709502262443439,0.7110596383162432
Ridge,0.8952163568030345,0.8807861243999658,0.7240174672489083,0.7058399527253901
RandomForest,0.9033765380431904,0.8838515203868513,0.7250544662309368,0.7130154845916133
Bagging,0.9199943271456054,0.8802950390450116,0.7152145643693107,0.730204788526981
AdaBoost,0.9043708249896006,0.8832104208288083,0.7117726657645467,0.7210418681652188
GradientBoosting,0.9061741966509295,0.8815544362075454,0.7222222222222222,0.7185595735570053
LinearSVR,0.8983955116922596,0.8815285119043799,0.7334189131364998,0.7045572544693495
