method,RMSE,NDCG,F1,MAE
itemKNN,0.8394299125746411,0.9040388846212856,0.7521101732563306,0.6519487176896833
BIAS,0.8653342911760956,0.8896341354447302,0.7412270772017207,0.6763891446599845
userKNN,0.8722883812466332,0.8957402416767105,0.7531436135009927,0.6752586800515896
SVD,0.8529722254233438,0.8928018294106437,0.7485432541461228,0.6649011231459129
BIASEDMF,0.8390891898202518,0.8999126877028331,0.7522202486678508,0.6545232025396676
BayesianRidge,0.8197414492280803,0.9073380962575269,0.7448859628497532,0.6446667373896925
Tweedie,0.8302400594379148,0.9072795297669642,0.7310412094611071,0.653578221700874
Ridge,0.8197389662369245,0.9071030677794236,0.7451810061118946,0.6446597142465159
RandomForest,0.8238090930147423,0.9060608603392788,0.7450254511800093,0.6487238862972057
Bagging,0.839042582903655,0.9034228638325692,0.7335364424654324,0.6630200824923914
AdaBoost,0.8322729136922568,0.9022714833297134,0.7334764972560248,0.6629714478442518
GradientBoosting,0.8256253750184747,0.9071511598735968,0.7452067452067452,0.6512434699395154
LinearSVR,0.8209355664772957,0.9060230769384999,0.7523568636468153,0.6414740519161867
