method,window,RMSE_Male,RMSE_Female,RMSE_AbsDiff,MAE_Male,MAE_Female,MAE_AbsDiff,NDCG_Male,NDCG_Female,NDCG_AbsDiff,F1_Male,F1_Female,F1_AbsDiff
itemKNN,3,0.8903257987566016,0.846480058400411,0.0438457403561906,0.6947447378051208,0.6545322667677759,0.04021247103734493,0.9068406450664468,0.9094444108607852,0.0026037657943384085,0.7480577136514983,0.7656842719579807,0.01762655830648241
BIAS,3,0.9150405681677752,0.8764375350758551,0.03860303309192015,0.7211403307489266,0.6810141670105652,0.04012616373836142,0.8932692412253488,0.8936511482090808,0.0003819069837319722,0.731916983912563,0.7458823529411764,0.01396536902861345
userKNN,3,0.9409089116217242,0.8886081559449112,0.05230075567681303,0.7368687365978451,0.6794072856746288,0.057461450923216306,0.8986149709147093,0.8918194910702478,0.006795479844461494,0.743893928820656,0.7603778986544517,0.016483969833795742
SVD,3,0.9010029697309696,0.8625732084418618,0.0384297612891078,0.7080481425452001,0.6692954204892956,0.03875272205590452,0.9044234701914136,0.9009956423580237,0.003427827833389907,0.7398801516448575,0.7624890446976337,0.022608893052776136
BIASEDMF,3,0.8918131904839007,0.8540128864735166,0.037800304010384145,0.698155780437046,0.6618440278377382,0.036311752599307745,0.9031663718398706,0.9008140323734626,0.0023523394664080044,0.7501820830298617,0.7575581395348837,0.007376056505022044
BayesianRidge,3,0.8764293233906858,0.835704698129307,0.040724625261378766,0.6896733559204808,0.6544025593909948,0.03527079652948606,0.9075612465579336,0.907535082604326,2.616395360754975e-05,0.7420675537359263,0.7463611025085166,0.004293548772590361
Tweedie,3,0.8863332629273766,0.84339466653899,0.042938596388386596,0.6996219153770991,0.6617323892520194,0.037889526125079676,0.909091001140176,0.907006482338097,0.0020845188020790495,0.7226957911561002,0.7288461538461538,0.006150362690053646
Ridge,3,0.8764498353268677,0.835724001757831,0.040725833569036696,0.6896754765114218,0.6544140039477804,0.03526147256364143,0.9074242630319752,0.9075209824807564,9.671944878120176e-05,0.7420675537359263,0.746749226006192,0.004681672270265724
RandomForest,3,0.882795364714312,0.8398042989834849,0.042991065730827116,0.6971918569080847,0.6581403776061875,0.03905147930189723,0.9060211225737418,0.9023345920807414,0.003686530493000384,0.7348837209302326,0.7430512662137122,0.008167545283479627
Bagging,3,0.8985820416921894,0.8563204335718988,0.04226160812029056,0.7098257635946327,0.6740794737435204,0.03574628985111228,0.9005415205504782,0.8936794946784201,0.006862025872058086,0.7251446945337621,0.7370039987696093,0.011859304235847246
AdaBoost,3,0.8827859454958874,0.844825282392747,0.03796066310314039,0.7047980380812976,0.6707511322907588,0.03404690579053882,0.9039981422340484,0.9033283535507276,0.0006697886833207933,0.7156455288912723,0.7241821680564464,0.00853663916517411
GradientBoosting,3,0.8861034505915095,0.8414955188658142,0.04460793172569533,0.6993524218152106,0.6613349492627357,0.038017472552474896,0.9045386376915256,0.9023951479712012,0.0021434897203244097,0.7350096711798839,0.7403040645361465,0.005294393356262583
LinearSVR,3,0.8776214040462866,0.8355896767774788,0.042031727268807884,0.6866343380089175,0.6501006908626669,0.036533647146250625,0.907952031968599,0.9064707346380952,0.001481297330503728,0.7485570890840653,0.7543648404575557,0.005807751373490433
