method,RMSE,NDCG,F1,MAE
itemKNN,0.8603201975636683,0.9016174002567561,0.7389637203814767,0.6725308442988405
BIAS,0.9036187518044784,0.8857826801732748,0.7159486618246941,0.7063888149291024
userKNN,0.9073276875548307,0.8932984909706383,0.7435211657290418,0.7071937269164791
SVD,0.8879116409475789,0.8919119890020738,0.7227840571088637,0.6929873565846792
BIASEDMF,0.869658034679971,0.8987989500560456,0.739286755417355,0.6784373340013418
BayesianRidge,0.849636367897578,0.9042233464527861,0.7257095504454112,0.6702822553661503
Tweedie,0.8689286395680311,0.9022843729356472,0.7195046439628483,0.6890260361683934
Ridge,0.8496334721033417,0.9040855646137244,0.7256527144633237,0.6702718484636052
RandomForest,0.8768066063212643,0.896896743358558,0.7135113020353891,0.6917252098228162
Bagging,0.9129237078773437,0.8863521350018394,0.7108457711442786,0.721738679929541
AdaBoost,0.8780074577229798,0.9023086482904075,0.6586448598130841,0.7104329159035689
GradientBoosting,0.8535591734070257,0.9037193903749444,0.7235318444995864,0.6724411573127281
LinearSVR,0.8525712081738889,0.9034484361989666,0.7379145025968837,0.6666665399319852
