method,RMSE,NDCG,F1,MAE
itemKNN,1.113175695361532,0.8602822939952337,0.6855123674911661,0.8875229489961812
BIAS,1.0593799803925605,0.8824736690793842,0.6806883365200764,0.848199761648136
userKNN,1.0837547207688976,0.8736528544450352,0.6750902527075813,0.8682778087121705
SVD,1.0607322262715266,0.8771959066601103,0.6743295019157088,0.8496633565330953
BIASEDMF,1.0771952317987574,0.8653460525771006,0.6751824817518248,0.8630789600876728
BayesianRidge,1.0690051057416061,0.8774568808482238,0.6756238003838771,0.857606231756234
Tweedie,1.0694326214035823,0.8866806459324654,0.6706349206349206,0.8593760206119772
Ridge,1.0686086802724808,0.8836918361391388,0.6756756756756757,0.8570380253616654
RandomForest,1.0699142947208247,0.8730827642795644,0.6755218216318786,0.8563692706989545
Bagging,1.093457407265578,0.8693062190882912,0.6654205607476635,0.8799373795761078
AdaBoost,1.0703755467963039,0.8707241994948764,0.6679764243614931,0.8582995875198994
GradientBoosting,1.0860370263662138,0.8797768910738945,0.6679245283018868,0.8767922668674443
LinearSVR,1.0700124860492544,0.8815876468852052,0.6741996233521658,0.8554149631055338
