method,RMSE,NDCG,F1,MAE
itemKNN,0.902516320082468,0.9057579775822767,0.6870925684485006,0.7114815234148959
BIAS,0.8618196751676587,0.9029677126718388,0.6939313984168866,0.6858481491196367
userKNN,0.9400867224496776,0.8831222153816279,0.6710613052076466,0.7487767446539274
SVD,0.8639487747072851,0.9034707240107942,0.6884154460719041,0.68712121284992
BIASEDMF,0.880055251360641,0.9036021454771337,0.6791194129419613,0.6976553046518242
BayesianRidge,0.8772982911294569,0.9102621354330404,0.6837491571139582,0.6943127518039911
Tweedie,0.8789558716667737,0.9085754858107393,0.6685236768802229,0.6995016756767968
Ridge,0.8776768613483591,0.910345870715293,0.6859838274932615,0.6946270788933882
RandomForest,0.877420962686986,0.9118775497277549,0.6858288770053476,0.6902797477530928
Bagging,0.905682599451019,0.899022088186723,0.6813333333333333,0.7114273178407166
AdaBoost,0.8793971118107182,0.9090440982393625,0.679399727148704,0.6934803171853031
GradientBoosting,0.8845096073507682,0.8999568020351733,0.6835443037974683,0.6926148578625241
LinearSVR,0.8826407781937186,0.9091089846349617,0.6897470039946738,0.6977560580197396
