algorithm,georisk
SVD,0.6642299714588639
BIASEDMF,0.6633310020795594
NMF,0.6555582242930638
StochasticItemKNN,0.641819785925482
BayesianRidge,0.6288188979629485
Tweedie,0.6282458436815388
Ridge,0.6289179816902598
RandomForest,0.6283863259606443
Bagging,0.6316471233126236
AdaBoost,0.6287293552975735
GradientBoosting,0.6288451395537745
LinearSVR,0.6289821619755455
