algorithm,georisk
itemKNN,0.15976725044857418
BIAS,0.1702397774551091
userKNN,0.15400184209394865
SVD,0.15306449123860247
BIASEDMF,0.15457971366270443
BayesianRidge,0.14898356685996408
Tweedie,0.11859077355070889
Ridge,0.15901904659645846
RandomForest,0.16418341886997875
Bagging,0.14636726698283878
AdaBoost,0.14578867065197432
GradientBoosting,0.13998712276028422
LinearSVR,0.15169956814330332
