algorithm,georisk
itemKNN,0.6664072155717925
BIAS,0.6658112365849137
userKNN,0.6639628476789341
SVD,0.6673124725811374
BIASEDMF,0.6681722053399387
BayesianRidge,0.6683640015525332
Tweedie,0.6681113121604162
Ridge,0.6680964619201585
RandomForest,0.6678041535339945
Bagging,0.6654399212760582
AdaBoost,0.6681274323410938
GradientBoosting,0.6673215442409153
LinearSVR,0.6682789163493819
