algorithm,georisk
itemKNN,0.6652560068882215
BIAS,0.6643718315265766
userKNN,0.662845884691783
SVD,0.6638364488216338
BIASEDMF,0.6633575204722242
BayesianRidge,0.6655821053039659
Tweedie,0.6658541740862985
Ridge,0.6657429992578626
RandomForest,0.6651461755996544
Bagging,0.6633162616616355
AdaBoost,0.6647840860570987
GradientBoosting,0.6654037475673328
LinearSVR,0.6653416542467597
