user,rmse,f1,ndcg,mae
36,0.6920231907931628,0.8947368421052632,0.9059269434428083,0.5800765326008113
146,1.1647127602251939,0.5142857142857142,0.7572027470530944,0.9667064967331896
169,1.1682002226580845,0.0,0.9073297124801155,0.8941870084075219
183,1.1915206221172363,0.7948717948717948,0.8203324375489972,0.9320263394596229
195,1.4647881303963797,0.6388888888888888,0.6911004020911186,1.237083706323033
235,0.851451875928796,0.8918918918918919,0.9106292940016287,0.6984621608820976
271,0.5991879407460786,0.8888888888888888,0.9908803625610707,0.4757341280965701
319,0.7774739604349536,0.8571428571428571,0.9465115182330759,0.6002061920417603
343,0.8125235680075544,0.851063829787234,0.8427972529469054,0.666744749258047
349,1.233389351504818,0.36363636363636365,0.7625878563084686,1.0651653822078653
411,1.200344404461035,0.0,0.7346964079574453,0.9660399604489243
424,1.0533396807354334,0.42105263157894735,0.6952792839518422,0.8457471539569892
438,1.22758077549647,0.5,0.7995620545710846,1.089334379298369
442,0.976397219541479,0.6896551724137931,0.8048056454530595,0.8035752910567456
528,0.4657729696737814,0.6666666666666666,0.9609801460575781,0.39395330887266755
531,1.0678430474773453,0.0,0.6614941305990047,0.923609671337781
624,0.7994891896576001,0.7333333333333333,0.8136766978165069,0.6980982854819875
641,1.0096045135094691,0.8705882352941177,0.8690382684493738,0.7989283389041654
648,1.3775681672675528,0.8888888888888888,0.9999999999999999,1.3347210500670863
749,1.1516428907683853,0.6,0.8503081660492432,1.0073931308922393
752,0.8610331582986525,0.0,0.9319396210399918,0.6450058217012036
884,1.549651880343792,0.72,0.7636347937046621,1.2273355505804657
911,0.6019645350594081,0.8421052631578947,1.0,0.44585556997007747
930,1.1671205762390262,0.4444444444444444,0.6961933338234806,0.9528225944232761
937,1.086902897134225,0.75,0.7606967763341688,0.866994522341067
1019,0.9511568558145862,0.0,0.7886792075766107,0.8187677486877207
1051,1.2810647768386507,0.0,0.6585856494489347,0.9465903295021789
1088,1.018577166531276,0.43137254901960786,0.6631296904959028,0.8124534076742244
1101,1.7192228179947648,0.0,0.5138531513318562,1.4949510648753945
1125,1.2209316278813347,0.4,0.7044321110333015,0.9434968370666446
1164,0.9219707981281751,0.25,0.7321679589452768,0.7622608498706847
1181,0.8019206876245457,0.36363636363636365,0.7552236023259045,0.6921956353213685
1202,1.4677093122078446,0.6666666666666666,0.9338235027267184,1.1905555831110237
1211,1.0055635021586673,0.875,0.9707863300314586,0.8837528164209094
1246,1.3136560663426418,0.35294117647058826,0.8093745043821572,1.0213260029434237
1265,1.1413430760481418,0.4444444444444444,0.832840519675165,0.9358415838298613
1266,1.021618976613186,0.0,0.7005540625816622,0.9239563799531342
1274,0.8771337620967794,0.8333333333333334,0.8563710178615442,0.7460913525942583
1306,0.9172564551276757,0.8571428571428571,0.7834437625555628,0.7290185834305353
1352,1.1453159217635223,0.3333333333333333,0.9631951971267979,1.0792221472192571
1389,1.0685082331418312,0.6666666666666666,0.9739186654202663,0.9270127684035285
1390,0.8677207216339693,0.779874213836478,0.8292136699685412,0.6568383124097185
1395,1.1010361970641103,0.5217391304347826,0.6245113194097209,0.8850394914957425
1399,1.2059629739909328,0.5641025641025641,0.7872773837701428,0.9282637197664826
1421,0.7186173296007007,0.8421052631578947,0.884152655331795,0.6122339511697857
1422,0.696763421946695,0.0,0.8476442348866763,0.5366912554439103
1425,1.3753953997469772,0.5714285714285714,0.5067304890812957,1.1030488144482153
1447,1.3029617556788085,0.5714285714285714,0.7979251369305298,1.1225520885484481
1451,1.1296774423885168,0.7096774193548387,0.8554546854710096,0.8370404491612874
1500,2.02441395549921,0.3333333333333333,0.6180697278783559,1.6267346741411703
1551,1.0450455471871511,0.8571428571428571,0.7963835170036156,0.8921478169445991
1556,1.480063457638788,0.3333333333333333,0.8525779326900738,1.3443482502124864
1579,0.9682233044176691,0.08333333333333333,0.675725704145392,0.7742689897869792
1597,0.5815740941936783,0.5714285714285714,0.9908803625610707,0.5215829992284863
1671,1.075000444398791,0.8396946564885496,0.5118355213962793,0.7526704783403925
1733,1.297578855617702,0.7011494252873564,0.9415726600629174,1.1560889768927727
1776,0.5726072250234447,0.6666666666666666,0.97873210049252,0.4715484219594157
1778,0.7032964080364418,0.8333333333333334,0.9520747983656986,0.5745850240140856
1780,0.8107319492276648,0.0,0.9643301662530201,0.6444566941284301
1812,1.2736548658576892,0.3333333333333333,0.9560494397194297,1.125595490105814
1851,0.7969721437208626,0.0,0.6517177020496447,0.6300783501351125
1897,0.7039812401178003,0.8163265306122449,0.736870309504097,0.5473220274153051
1912,0.9785650819957402,0.0,0.5102338148390442,0.7966537105957228
1941,1.043619735036007,0.2222222222222222,0.6779485210387051,0.7996434942700993
1943,1.4368275499562788,0.0,0.649738254201954,1.2839054567434198
1954,1.3059460092458262,0.3333333333333333,0.9950215722988734,1.2510734376524015
1958,0.8482140118323495,0.0,0.7443614059433333,0.61865543165537
1980,1.2579931088990304,0.6764705882352942,0.6643359178905535,0.9373033823273881
1982,0.8379300271159644,0.6666666666666666,0.8910012178419676,0.6680023812644453
2015,1.6521465811007616,0.36,0.44062814411931983,1.404507334727212
2018,0.9154321525116033,0.7096774193548387,0.7826402169170755,0.758131493607448
2023,1.3209517733730147,0.5,0.8363390225098052,1.1891769112731019
2041,1.016631315904531,0.5217391304347826,0.855743259993836,0.8854728073328556
2168,1.1777606536327103,0.8235294117647058,0.8784797005456892,0.9999204079888695
2172,0.882651834831565,0.08333333333333333,0.7070407642514708,0.664412603080655
2195,0.8854631911612343,0.6666666666666666,1.0,0.7802872596058965
2246,1.0468835312197038,0.8888888888888888,0.8784797005456892,0.9061119952832715
2353,1.1708778165929608,0.5511811023622047,0.5861363400812452,0.9655112002263543
2451,0.9974239050878091,0.6666666666666666,0.8217630594170323,0.8173825030841085
