algorithm,georisk
itemKNN,0.5981726823737749
BIAS,0.5728382663845563
userKNN,0.5743744514625377
SVD,0.5772058053123825
BIASEDMF,0.5732181053467801
BayesianRidge,0.5783040339073191
Tweedie,0.56937970466107
Ridge,0.5769641018050278
RandomForest,0.5839765015658543
Bagging,0.5810093504254985
AdaBoost,0.5866438907861398
GradientBoosting,0.5836090293454234
LinearSVR,0.5831999284005122
