algorithm,georisk
itemKNN,0.5940231680840156
BIAS,0.5808791753428837
userKNN,0.6060523240326637
SVD,0.5805534822352316
BIASEDMF,0.5864978094643218
BayesianRidge,0.5803671789193094
Tweedie,0.5814175419434174
Ridge,0.5803827996432293
RandomForest,0.5823990893159161
Bagging,0.5875527573931291
AdaBoost,0.585459701617462
GradientBoosting,0.5848834961834722
LinearSVR,0.5803471920204425
