algorithm,georisk
itemKNN,0.17520453035030079
BIAS,0.19739840814745283
userKNN,0.2534263991262852
SVD,0.21091855752366032
BIASEDMF,0.21316694725784108
BayesianRidge,0.18807160180091625
Tweedie,0.19485812941860509
Ridge,0.20402340094530078
RandomForest,0.18368575113032268
Bagging,0.20840223386926154
AdaBoost,0.19622603799465083
GradientBoosting,0.22877398113484096
LinearSVR,0.17548654716850456
