method,metric,analysis_type,mean,std,median,min,max,n,ci_lower,ci_upper,group
SVD,rmse,vulnerable_gender,0.9416164225894428,0.0699609027229551,0.9242879060187784,0.8567917608356603,1.0988099283102113,100,0.9279040856557434,0.955328759523142,1
SVD,rmse,vulnerable_gender,0.9416164225894428,0.0699609027229551,0.9242879060187784,0.8567917608356603,1.0988099283102113,100,0.9279040856557434,0.955328759523142,2
BIASEDMF,rmse,vulnerable_gender,0.945144152027207,0.0757972869680642,0.9320166799359972,0.844017165949856,1.104501140947132,100,0.9302878837814664,0.9600004202729476,2
NMF,rmse,vulnerable_gender,0.994316065000796,0.09041014933049,0.9789054398359402,0.8750958313032894,1.19064558130039,100,0.97659567573202,1.012036454269572,3
StochasticItemKNN,rmse,vulnerable_gender,1.0742470651821734,0.0708183330841622,1.0496323369302214,0.992295641315705,1.2712859319388767,100,1.0603666718976776,1.0881274584666691,4
Tweedie,rmse,vulnerable_gender,1.1028304299825935,0.0600153342663684,1.0950157813025332,1.0020339153000977,1.2393918082991262,100,1.0910674244663856,1.114593435498802,5
Tweedie,rmse,vulnerable_gender,1.1028304299825935,0.0600153342663684,1.0950157813025332,1.0020339153000977,1.2393918082991262,100,1.0910674244663856,1.114593435498802,6
AdaBoost,rmse,vulnerable_gender,1.1037384907425452,0.0631047787040481,1.0982395352551624,1.000135815997681,1.2417835889891202,100,1.0913699541165518,1.1161070273685385,6
AdaBoost,rmse,vulnerable_gender,1.1037384907425452,0.0631047787040481,1.0982395352551624,1.000135815997681,1.2417835889891202,100,1.0913699541165518,1.1161070273685385,7
GradientBoosting,rmse,vulnerable_gender,1.1057889000408192,0.0631602740217179,1.0998664459982872,1.0047098811487416,1.2539981018224255,100,1.0934094863325623,1.118168313749076,7
GradientBoosting,rmse,vulnerable_gender,1.1057889000408192,0.0631602740217179,1.0998664459982872,1.0047098811487416,1.2539981018224255,100,1.0934094863325623,1.118168313749076,8
BayesianRidge,rmse,vulnerable_gender,1.1060987049281168,0.0613144009811075,1.1025036303567664,1.0101594961049356,1.2422629890396846,100,1.0940810823358198,1.1181163275204138,8
BayesianRidge,rmse,vulnerable_gender,1.1060987049281168,0.0613144009811075,1.1025036303567664,1.0101594961049356,1.2422629890396846,100,1.0940810823358198,1.1181163275204138,9
Ridge,rmse,vulnerable_gender,1.1062571484510155,0.0613965234755356,1.1025620790138633,1.0102452782704638,1.2425492373243348,100,1.0942234298498106,1.1182908670522205,9
Ridge,rmse,vulnerable_gender,1.1062571484510155,0.0613965234755356,1.1025620790138633,1.0102452782704638,1.2425492373243348,100,1.0942234298498106,1.1182908670522205,10
RandomForest,rmse,vulnerable_gender,1.1063486665802438,0.0637446683091285,1.1035663205361974,1.0039215587150938,1.244163839516579,100,1.0938547115916546,1.118842621568833,10
RandomForest,rmse,vulnerable_gender,1.1063486665802438,0.0637446683091285,1.1035663205361974,1.0039215587150938,1.244163839516579,100,1.0938547115916546,1.118842621568833,11
LinearSVR,rmse,vulnerable_gender,1.1181128323686134,0.0640648102344875,1.1115396020406574,1.016303101228804,1.262636246945987,100,1.1055561295626537,1.130669535174573,11
LinearSVR,rmse,vulnerable_gender,1.1181128323686134,0.0640648102344875,1.1115396020406574,1.016303101228804,1.262636246945987,100,1.1055561295626537,1.130669535174573,12
Bagging,rmse,vulnerable_gender,1.1204681010465816,0.064014425254284,1.113042569509282,1.0187295921671868,1.2716359543586266,100,1.107921273696742,1.1330149283964213,12
