method,RMSE,NDCG,F1,MAE
SVD,0.9547372740650377,0.8891630095693832,0.7136929460580913,0.7549962359438276
BIASEDMF,0.9669393839121052,0.8864337384599987,0.7044233154195949,0.7651238574217147
NMF,1.0358570030928875,0.8674856559505704,0.6764336542486395,0.8147639346309534
StochasticItemKNN,1.0800352917530713,0.8280966068094919,0.6384,0.856907585210727
BayesianRidge,0.9519032605604226,0.8889436971058868,0.695233930913861,0.7587422899392943
Tweedie,0.957129102061097,0.8869856092264545,0.6781818181818182,0.7647830277458325
Ridge,0.9522210462787488,0.8880394723521421,0.6938239159001314,0.7587807880934762
RandomForest,0.9538711687715482,0.8881331321393654,0.6999569522169609,0.759379417300962
Bagging,0.967357705624451,0.8767856531226166,0.6869565217391305,0.772336314681527
AdaBoost,0.9589458778247226,0.8901903198447085,0.7042851081883751,0.761131519665756
GradientBoosting,0.9557059151986042,0.8882848155544921,0.6991869918699187,0.7573165068293465
LinearSVR,0.9529150306651517,0.8880514607341148,0.7133917396745932,0.7531424367924897
