method,RMSE,NDCG,F1,MAE
SVD,0.8809012463828256,0.894191156391536,0.7422944110500064,0.6916731804947736
BIASEDMF,0.8728182682741191,0.8986091706623467,0.7539440203562341,0.6847435486077225
NMF,0.9075939169032342,0.8854473025233798,0.7245547900688938,0.7108184887155886
StochasticItemKNN,1.0445487810905882,0.8399285468961387,0.7019681349578257,0.8068367629431201
BayesianRidge,0.8715735135192243,0.9004822919733897,0.7381480997779809,0.6872780276601768
Tweedie,0.8782438964510109,0.8995463000532595,0.7250877666756683,0.6951209968632996
Ridge,0.8715530770339716,0.9005815125264715,0.7383128754243928,0.6872412340964935
RandomForest,0.8727619091249497,0.8985711776440957,0.7431750549877086,0.694222384820142
Bagging,0.8935139902438156,0.8884695902304025,0.7240433590178921,0.7098441196124531
AdaBoost,0.8754983963648069,0.8998819964669565,0.7183427081904239,0.7009067982887156
GradientBoosting,0.8766319268802074,0.8994908273372454,0.7378184193337688,0.6981098591901652
LinearSVR,0.8732564809200359,0.900269721143884,0.7480565821332994,0.6845634834983
