method,RMSE,NDCG,F1,MAE
SVD,0.9355411276841601,0.874447247525819,0.721875,0.7430942273693059
BIASEDMF,0.9423713834755099,0.8741401408421536,0.7211796246648794,0.7478961684463966
NMF,0.9902170500442342,0.860713794381633,0.6830294530154277,0.7843861601369007
StochasticItemKNN,1.0532794962340495,0.8237294483944224,0.6593638087212976,0.8326053737552579
BayesianRidge,0.9309115949442808,0.8737338062621713,0.7199089874857793,0.7410180402266784
Tweedie,0.9338822893748672,0.87576311852193,0.7091295116772823,0.7444600297094565
Ridge,0.9309781177791626,0.8731420172915522,0.7191266772799636,0.741058061390744
RandomForest,0.9300164198343447,0.8740833198356825,0.7313858994069844,0.7434424332912164
Bagging,0.9486390852625713,0.8661180074741076,0.7111111111111111,0.7564820272005249
AdaBoost,0.9328359901002533,0.8746801064787832,0.7217332430602573,0.7508402780332047
GradientBoosting,0.9337595029239468,0.8741066741577336,0.7238475177304965,0.7471582904816348
LinearSVR,0.931972980040734,0.873134380848363,0.7323076923076923,0.7376714775568833
