method,RMSE,NDCG,F1,MAE
SVD,0.9442897956746416,0.8801304447992657,0.7367475292003594,0.7452148489616937
BIASEDMF,0.9527256313919583,0.8797776371332747,0.7300516970105642,0.7512094963677043
NMF,1.0048304292417827,0.8642440953774184,0.6990382359840488,0.7871605607946235
StochasticItemKNN,1.0640172325434063,0.8301633130446058,0.677780214959421,0.835582241562609
BayesianRidge,0.9376580386684673,0.8854220281136181,0.726123595505618,0.7406510752414651
Tweedie,0.944137228712886,0.8858479677755604,0.7064508335346702,0.749050167921619
Ridge,0.9377635080810814,0.8856635149602781,0.7253158633598502,0.7407095797703639
RandomForest,0.9398858131429696,0.8851589389702602,0.7156353330184223,0.7465083437415844
Bagging,0.9609087800515184,0.8779354699299673,0.712778429073857,0.7613285961192872
AdaBoost,0.9479486577192687,0.8824066222857171,0.6975383865464294,0.7572100737547134
GradientBoosting,0.9410345616386865,0.8852465925740883,0.7173810645313236,0.7460782525020018
LinearSVR,0.9370955477990459,0.8848965556905471,0.7381170018281535,0.7367683322925894
