method,RMSE,NDCG,F1,MAE
SVD,0.9371815608858932,0.8727672774533735,0.7226553798173313,0.7438110635844521
BIASEDMF,0.9420826345452079,0.8736198314348053,0.7154070419376541,0.7471618857257922
NMF,0.9883793750683059,0.863754670803122,0.690677966101695,0.7849009794027031
StochasticItemKNN,1.04740951587231,0.8087242137272364,0.6665263157894736,0.8271089147109981
BayesianRidge,0.9322152236774521,0.8768204730877864,0.7229299363057324,0.7419826080379983
Tweedie,0.9342303240032277,0.8771741116260875,0.7101346562721474,0.744347550789023
Ridge,0.9323631901039776,0.876601840984957,0.7224749772520473,0.7420851592617324
RandomForest,0.9320249143756363,0.8766080110254065,0.7343989489818261,0.744460482926836
Bagging,0.9524464697273127,0.8735214165578238,0.7080521817363923,0.7592986100270476
AdaBoost,0.9359587105334011,0.8734584378882526,0.7108741015534431,0.752807124872992
GradientBoosting,0.9366353313352063,0.8768020952949537,0.7254729432468103,0.7503580702960985
LinearSVR,0.9296962367389552,0.8769059855740365,0.7361019556141507,0.7348280834299638
