method,RMSE,NDCG,F1,MAE
SVD,0.972342882996936,0.8964647861819441,0.6874767744332961,0.7806805699070483
BIASEDMF,0.981472233024192,0.8938467192129951,0.6759941089837997,0.7884158147810457
NMF,1.4441432422964782,0.8748392246452181,0.6048741510187775,1.0613906141487397
StochasticItemKNN,1.4552159836758278,0.8372918669730879,0.6206148282097649,1.0695668515822185
BayesianRidge,1.053068969445772,0.895017848258722,0.6422668240850059,0.8333988244456673
Tweedie,1.0516207338106356,0.8940427533963193,0.6257073565076798,0.8353986491276635
Ridge,1.0519338480379805,0.8958164583603471,0.6398739164696612,0.832664015152721
RandomForest,1.0025888033728219,0.8976377073528224,0.6602539438245479,0.8066087818828734
Bagging,1.0687661627241007,0.8898023147576068,0.6340900346287034,0.8458744011694385
AdaBoost,1.0050250407922434,0.8995277809164214,0.6568437378829004,0.8105780059659192
GradientBoosting,1.035596398845569,0.9004074891723721,0.6459532029152283,0.8263820195510424
LinearSVR,1.03006532030251,0.89553383131458,0.6522563519150549,0.8180972100565896
