method,RMSE,NDCG,F1,MAE
SVD,0.9579653500034512,0.8773654192456873,0.6652477956825783,0.7535425003472003
BIASEDMF,0.9709872525329928,0.8772671389820234,0.6601705237515225,0.7609470374926981
NMF,1.048253135971533,0.859410985790743,0.6321473951715375,0.8221850982902972
StochasticItemKNN,1.0774783720803534,0.8291448430291543,0.6395821242019734,0.8399357673363609
BayesianRidge,0.9701930230356117,0.875946890037159,0.6429252782193958,0.7633333934071056
Tweedie,0.972866499722701,0.8791963260583502,0.631544502617801,0.7679836424754125
Ridge,0.9704160180049499,0.8758868886102064,0.6433566433566433,0.7635539202186719
RandomForest,0.9654291886434244,0.8763129948528089,0.6462519936204146,0.7552445018263686
Bagging,0.9823569253311673,0.8691685638254941,0.649749373433584,0.7717235509639048
AdaBoost,0.9667614156434018,0.8759940211594003,0.6415943426550949,0.7554172538525469
GradientBoosting,0.9691407612174426,0.8779274247359781,0.6467598475222364,0.7582028194998716
LinearSVR,0.9718925052141022,0.878593547247391,0.6666666666666666,0.7620532383192248
