method,RMSE,NDCG,F1,MAE
SVD,0.9023876316058821,0.900045010043392,0.7396580253723111,0.7055565101433728
BIASEDMF,0.9011215631508283,0.9065633651799189,0.744141689373297,0.7000733900177238
NMF,0.9318671858045612,0.8887361951741922,0.7195722527085971,0.7275228355556733
StochasticItemKNN,1.0550571428985636,0.8486107386234698,0.7090243902439024,0.8197900564440707
BayesianRidge,0.8950990395013256,0.9068487916118935,0.7289530685920578,0.7033551701343965
Tweedie,0.8991797482092964,0.9070800254188766,0.714993246285457,0.7068132166569905
Ridge,0.8951462894338895,0.9071547842432346,0.7290313266926519,0.703361363908186
RandomForest,0.8959333083510664,0.906350211571589,0.7349893541518807,0.7041956581948552
Bagging,0.9136098848444479,0.8871110919666461,0.7218884120171674,0.7209359684077595
AdaBoost,0.9015888154684888,0.903819683011855,0.7101273499090358,0.709041423034729
GradientBoosting,0.8967805506108804,0.9039257453449167,0.734549568660727,0.7046699231695289
LinearSVR,0.897507321612123,0.9071356641311374,0.7363662051426957,0.6994151966703915
