method,RMSE,NDCG,F1,MAE
SVD,0.9650311331082232,0.8911978412577871,0.7293577981651376,0.7599708383371778
BIASEDMF,0.9764975147901174,0.8786965939160979,0.7236544549977386,0.7717090047979286
NMF,1.047160617457997,0.8705165480284923,0.6875891583452212,0.8230909912139305
StochasticItemKNN,1.095301188918003,0.8441267545597932,0.6437389770723104,0.8642780730772452
BayesianRidge,0.9659345603920071,0.8903315360184142,0.7178988326848249,0.7702693725586669
Tweedie,0.9699333410151446,0.8882595972446017,0.6977215189873418,0.7746236132897905
Ridge,0.9656631070503692,0.8902076045894091,0.7197668771248179,0.7698077466806238
RandomForest,0.9694497785840934,0.8884722871476564,0.7047713717693836,0.7690374620125348
Bagging,0.9906960595513092,0.8772091416042738,0.6821931101407084,0.7880817358697639
AdaBoost,0.9735764154237293,0.8877013377261187,0.7028112449799196,0.7718070281856835
GradientBoosting,0.9766703559447332,0.883460997240981,0.7021382396817504,0.777067519809744
LinearSVR,0.9633054138257131,0.891111663662184,0.7241379310344828,0.7619571580353423
