method,RMSE,NDCG,F1,MAE
SVD,0.9267220093926262,0.8871876349579287,0.709154113557358,0.7299362683629416
BIASEDMF,0.9378969695525757,0.8845860719767775,0.6971362452993926,0.7381407602008969
NMF,0.9972848326114899,0.8738514575767208,0.6824364281490243,0.7837523033241387
StochasticItemKNN,1.055303685965131,0.8464476732268797,0.6742889012827663,0.8223628099372426
BayesianRidge,0.9310826629371843,0.889073797129605,0.6967895362663495,0.7331804810122293
Tweedie,0.9322667151594746,0.889579048379015,0.6848559166155732,0.7380926021408564
Ridge,0.9312271809554937,0.8884279534663683,0.6954193932183225,0.7333194887401804
RandomForest,0.9291285409753992,0.8856222102326367,0.7062245491564864,0.7303810575409682
Bagging,0.945437959269956,0.881639047877915,0.701610541727672,0.7450511864466903
AdaBoost,0.9324616475557669,0.8863266498188773,0.7057788207685538,0.7344659551568453
GradientBoosting,0.9317751727495881,0.8836458945139265,0.7086705202312139,0.7313236329348085
LinearSVR,0.9352461332258812,0.8898965632324373,0.7117765620501008,0.733345522162553
