method,RMSE,NDCG,F1,MAE
SVD,0.9716943042914911,0.8993548649144814,0.6867112100965108,0.7809864912264018
BIASEDMF,0.9827094708852459,0.8932631115993152,0.6823529411764706,0.7888528337565455
NMF,1.4317112693185439,0.8901623479648333,0.625099285146942,1.0353734035143993
StochasticItemKNN,1.4600016505153837,0.8346555892037194,0.6147123088128187,1.074015858611562
BayesianRidge,1.0251257161140532,0.9022780854123595,0.6486486486486487,0.8148878531384336
Tweedie,1.0353462126745299,0.9020723106463981,0.6347160692710431,0.8234649657354237
Ridge,1.0240322357497413,0.9009401518412296,0.6489028213166145,0.8142371885267848
RandomForest,0.9865408341688107,0.9010751198700118,0.6622204786190663,0.796541118261251
Bagging,1.051989798436897,0.8946811116796101,0.6476785017557549,0.8381070923730818
AdaBoost,0.9824675680263799,0.9003185167084303,0.6539379474940334,0.7938314380343768
GradientBoosting,1.0640701952677087,0.9014814570679095,0.6487977926685061,0.8413457866094968
LinearSVR,1.003282957790581,0.9000304164698806,0.6711259754738016,0.7990563702009311
