method,RMSE,NDCG,F1,MAE
SVD,0.8824702506477639,0.8936170305711669,0.7433899604036276,0.6929132282299539
BIASEDMF,0.8732158834086658,0.8985574337692478,0.7524148449415353,0.6851742008518557
NMF,0.9080302687703973,0.8807650167199272,0.7228947025901341,0.7143260213959808
StochasticItemKNN,1.0446928204610744,0.838908275382885,0.7003982197235886,0.8078442782250872
BayesianRidge,0.8724898976470155,0.897976267698252,0.7396009910027384,0.6881188243891773
Tweedie,0.8788902244903937,0.8977387225537183,0.7234731023324794,0.6956757078856187
Ridge,0.8724962588362911,0.8979948617380175,0.7393402008084496,0.688092895186669
RandomForest,0.8743973688659651,0.8969026226278414,0.7495891796233093,0.6955726525939384
Bagging,0.8932180541042145,0.8857328330562496,0.7270354906054279,0.7097741893959373
AdaBoost,0.8783221599837545,0.896130889876398,0.7158651188501934,0.7060470724874437
GradientBoosting,0.8788784080053155,0.896148031068104,0.734996102883866,0.6984501403797735
LinearSVR,0.8744482562377647,0.8982799305754973,0.7485990830361692,0.6856267308113934
