method,RMSE,NDCG,F1,MAE
SVD,0.9839670731660416,0.8960570509583219,0.6835066864784547,0.7920953334773022
BIASEDMF,0.9937482672491492,0.8915527787117394,0.6886582653817642,0.7971594907491383
NMF,1.465792540140716,0.8735185123132009,0.6142351553283524,1.080102908419227
StochasticItemKNN,1.481473223543686,0.8215091522144193,0.6019700839109814,1.0974531470558024
BayesianRidge,1.0181255752315834,0.897749856442463,0.639776357827476,0.8206541398579951
Tweedie,1.0502072487375114,0.8964182511933397,0.6235584843492586,0.8425948222803151
Ridge,1.0164421629458866,0.8975890015347929,0.6419457735247209,0.8194774329221866
RandomForest,1.0357493392031167,0.906193938185277,0.6431123461691147,0.835170659379937
Bagging,1.1103644926638245,0.8902479320532058,0.63441712926249,0.8868285401651547
AdaBoost,1.051320335140441,0.899729857899994,0.6517647058823529,0.8460371762391161
GradientBoosting,1.0755837632493739,0.8964088543600407,0.6427444794952681,0.8599878328963553
LinearSVR,1.0107259641678292,0.8974229090879551,0.6563944530046225,0.8126816934112652
