method,RMSE,NDCG,F1,MAE
SVD,0.9718020949714319,0.8976283231906439,0.6870115370301452,0.7807135434299697
BIASEDMF,0.9836240737673416,0.8914089714101855,0.6757553426676493,0.7900696379340867
NMF,1.44965735014341,0.8711372900898444,0.6017628205128205,1.0607859591711344
StochasticItemKNN,1.4600257519329585,0.8440669355550526,0.616951618770462,1.0740917286568168
BayesianRidge,1.0300315144619911,0.8950047767630201,0.6491571932575461,0.820273387528751
Tweedie,1.0404234293753956,0.894824905293678,0.6319612590799032,0.8306262837024707
Ridge,1.0283686408686252,0.8956570403819913,0.6483946750195771,0.8190357606848498
RandomForest,0.988643564448357,0.8974204971997412,0.6580996884735203,0.7972574032731923
Bagging,1.0538315280501946,0.8932221645911045,0.6424668227946917,0.8393421427158565
AdaBoost,0.9862576381055012,0.8966740253740122,0.6694850115295926,0.7969697673396469
GradientBoosting,1.0410158591003285,0.8955641102388953,0.6584139264990329,0.8291255184129631
LinearSVR,1.019618607105292,0.8951505669662356,0.6651634723788049,0.811165610655717
