method,RMSE,NDCG,F1,MAE
SVD,0.8920717671885354,0.904692780414837,0.7564766839378239,0.700048619707597
BIASEDMF,0.8870608853321419,0.9071549774238951,0.7628574315449126,0.6921325673462412
NMF,0.9174343176087958,0.8930881095025324,0.7410267111853088,0.7181299382172234
StochasticItemKNN,1.0563954848805608,0.8445186231460248,0.715787532275913,0.8253890600598716
BayesianRidge,0.881527765519509,0.9050514281995397,0.7517357458447297,0.6930713404707033
Tweedie,0.886708547090023,0.9088078811692725,0.7367847411444142,0.6984710636463468
Ridge,0.8815634859772854,0.9050421401950204,0.751814834297738,0.6930879703380084
RandomForest,0.8829436786212808,0.9058229280337533,0.7494719053654415,0.694819614697462
Bagging,0.8981609641283301,0.8983492172965194,0.7334750265674814,0.7089742991688227
AdaBoost,0.8852254151480263,0.9058230314190444,0.7594780643172712,0.696973810260154
GradientBoosting,0.8834691499358936,0.9047578011531565,0.7535654362416108,0.6951708696745065
LinearSVR,0.8839787061934182,0.9044629698461552,0.7587488386497367,0.691366774179703
