method,RMSE,NDCG,F1,MAE
SVD,0.9096690494055011,0.89856822557434,0.7403152551429335,0.7093996099075962
BIASEDMF,0.905783330624164,0.9011288820463124,0.7478422520249635,0.7048311737662706
NMF,0.9487580537253233,0.8867520612158176,0.7216466739367503,0.7401606092487336
StochasticItemKNN,1.0598849111618565,0.8467772031302107,0.6984918359715817,0.8252185600794943
BayesianRidge,0.8985763541667354,0.9030587675642093,0.7337770382695508,0.7059804900507122
Tweedie,0.9065083133805089,0.9021878991166102,0.7146574154379879,0.7128766094940607
Ridge,0.8985692746419565,0.9031236256138128,0.7336014422410206,0.7059485385677036
RandomForest,0.901807199870467,0.9011066376927251,0.742393509127789,0.706069179784913
Bagging,0.9208138579225004,0.8924680208167505,0.7236679058240396,0.7249747703541813
AdaBoost,0.9053368894118864,0.9019227218989475,0.7400054392167528,0.7139919264949416
GradientBoosting,0.9026220330345642,0.9000225414227839,0.7406905890318213,0.7087763609219594
LinearSVR,0.9018808107477116,0.9029925382649537,0.7419616319913537,0.7022827310667034
