method,RMSE,NDCG,F1,MAE
SVD,0.9006009512701089,0.8846368897778074,0.7218708633622591,0.710437513558143
BIASEDMF,0.9028103596548458,0.8839521302082022,0.7241125349830608,0.710516044142895
NMF,0.9415338557833,0.8695244142134712,0.7005477784540475,0.7437469835401573
StochasticItemKNN,1.0356349260733573,0.8326065133252878,0.6860712387028176,0.8091020851867422
BayesianRidge,0.8938913042434924,0.8830134230804171,0.723537293434569,0.7047568161768146
Tweedie,0.898602744336283,0.8849679692347752,0.7108378170637971,0.7106045480278405
Ridge,0.8939192373036914,0.8829943786473795,0.7241327973797826,0.70475133778569
RandomForest,0.8946091644671452,0.8823090126169891,0.7284216573316099,0.7099659499522533
Bagging,0.9121569636751609,0.8746453611095255,0.7163652404058227,0.7224062087769353
AdaBoost,0.8944218965244229,0.8841872842238754,0.7266385699752943,0.7127947917050401
GradientBoosting,0.8959200636058158,0.8836404630184295,0.7287519976754322,0.710509701118323
LinearSVR,0.8999447249154683,0.8842329170523812,0.7309527251698713,0.7057461233309397
