method,RMSE,NDCG,F1,MAE
SVD,0.9315641459454965,0.8745874962009024,0.7060154629455025,0.7331831194884989
BIASEDMF,0.9357243329754061,0.8778108886617773,0.705815061963775,0.7359247750782479
NMF,1.0026878681945706,0.8583227373624358,0.6600199401794616,0.7913303563964654
StochasticItemKNN,1.0707448307657101,0.8211952524466789,0.655680224403927,0.843783416812507
BayesianRidge,0.9299779548152995,0.8771264886808823,0.7035289677297604,0.7322251957621924
Tweedie,0.9342331048673808,0.8774801879860141,0.6937414165195213,0.7394193893914989
Ridge,0.9300101818404207,0.8773701293155887,0.7046397585816673,0.7321974523795618
RandomForest,0.927780846950132,0.8774797374094478,0.7162311372837689,0.7317300538339824
Bagging,0.9464723436087026,0.870907456735155,0.6992326408384802,0.7500337490377679
AdaBoost,0.9283269464976969,0.8773715921575902,0.7151515151515152,0.737346076528888
GradientBoosting,0.9309321643253236,0.8757786214824916,0.7119333950046254,0.7337619764979946
LinearSVR,0.9346514182071799,0.8775595216856461,0.7146794047400331,0.7319201744026804
