method,RMSE,NDCG,F1,MAE
SVD,0.9018418136514005,0.8853270853219732,0.7232418147114961,0.7115948380605754
BIASEDMF,0.902076170041728,0.8826761595973223,0.7242192103712434,0.710095550971769
NMF,0.9448061359342564,0.8660399981337598,0.6957049628168159,0.7436169455733564
StochasticItemKNN,1.036014274261856,0.8293233937245856,0.6857445680975093,0.8097492416040013
BayesianRidge,0.8946210170838367,0.8860194844688114,0.7244000596214041,0.7056664916707744
Tweedie,0.8991367222832356,0.8873414981370848,0.7113022113022113,0.7116659145258908
Ridge,0.8946601732786266,0.8859897779296748,0.724564278266051,0.7056694685729004
RandomForest,0.896459882698562,0.8856643172380978,0.7296087772484481,0.7113873511747993
Bagging,0.9167425207529011,0.8723372782994511,0.7198591962452332,0.7252367573846282
AdaBoost,0.8971746446043101,0.883953108551082,0.7253136531365314,0.717568805559557
GradientBoosting,0.8993987053777827,0.8831166397103315,0.7297376093294461,0.7137058523878625
LinearSVR,0.9013835935166197,0.8864294950281427,0.7313432835820896,0.7075689908391205
